Height,lat,lon,IIiii,RR
2480,29.93333333,119.1666667,K1300,127
2480,27.61666667,119.8333333,K3718,0
2480,29.93333333,119.1666667,K1300,51
2480,27.61666667,119.8333333,K3718,0
2480,29.93333333,119.1666667,K1300,30
2480,27.61666667,119.8333333,K3718,0
2470,27.78333333,120.05,K3229,7
2470,28.2,119.25,K9301,29
2470,27.78333333,120.05,K3229,3
2470,28.2,119.25,K9301,44
2470,27.78333333,120.05,K3229,16
2470,28.2,119.25,K9301,76
2470,27.78333333,120.05,K3229,6
2470,28.2,119.25,K9301,20
2470,27.78333333,120.05,K3229,10
2470,28.2,119.25,K9301,16
2470,27.78333333,120.05,K3229,2
2470,28.2,119.25,K9301,5
2470,27.78333333,120.05,K3229,0
2470,28.2,119.25,K9301,9
2461,29.33333333,118.3,K7009,24
2461,29.33333333,118.3,K7009,3
2461,29.33333333,118.3,K7009,1
2461,29.33333333,118.3,K7009,12
2461,29.33333333,118.3,K7009,16
2461,29.33333333,118.3,K7009,12
2461,29.33333333,118.3,K7009,12
2460,30.1,118.9666667,K1246,17
2460,29.51666667,118.4333333,K1327,27
2460,30.1,118.9666667,K1246,30
2460,29.51666667,118.4333333,K1327,5
2460,30.1,118.9666667,K1246,13
2460,29.51666667,118.4333333,K1327,11
2460,30.1,118.9666667,K1246,17
2460,29.51666667,118.4333333,K1327,29
2460,30.1,118.9666667,K1246,27
2460,29.51666667,118.4333333,K1327,11
2460,30.1,118.9666667,K1246,43
2460,29.51666667,118.4333333,K1327,19
2460,30.1,118.9666667,K1246,80
2460,29.51666667,118.4333333,K1327,19
2455,28,119.9333333,K9145,32
2455,28,119.9333333,K9145,22
2455,28,119.9333333,K9145,56
2455,28,119.9333333,K9145,40
2455,28,119.9333333,K9145,49
2455,28,119.9333333,K9145,31
2455,28,119.9333333,K9145,31
2450,29.56666667,120.4666667,K4273,1
2450,29.56666667,120.4666667,K4273,4
2450,29.56666667,120.4666667,K4273,7
2450,29.56666667,120.4666667,K4273,0
2450,29.56666667,120.4666667,K4273,0
2450,29.56666667,120.4666667,K4273,6
2450,29.56666667,120.4666667,K4273,0
2440,29.68333333,120.3833333,K4218,153
2440,28.5,118.45,K7110,9
2440,29.68333333,120.3833333,K4218,54
2440,28.5,118.45,K7110,11
2440,29.68333333,120.3833333,K4218,11
2440,28.5,118.45,K7110,26
2440,29.68333333,120.3833333,K4218,39
2440,28.5,118.45,K7110,23
2440,29.68333333,120.3833333,K4218,31
2440,28.5,118.45,K7110,8
2440,29.68333333,120.3833333,K4218,29
2440,28.5,118.45,K7110,3
2440,29.68333333,120.3833333,K4218,22
2440,28.5,118.45,K7110,117
2430,29.76666667,119.5666667,K1288,43
2430,28.5981,120.92483,K8219,136
2430,28.83333333,120.3,K9136,114
2430,29.76666667,119.5666667,K1288,53
2430,28.5981,120.92483,K8219,79
2430,28.83333333,120.3,K9136,93
2430,29.76666667,119.5666667,K1288,91
2430,28.5981,120.92483,K8219,100
2430,28.83333333,120.3,K9136,52
2430,29.76666667,119.5666667,K1288,61
2430,28.5981,120.92483,K8219,261
2430,28.83333333,120.3,K9136,68
2430,29.76666667,119.5666667,K1288,141
2430,28.5981,120.92483,K8219,516
2430,28.83333333,120.3,K9136,54
2430,29.76666667,119.5666667,K1288,21
2430,28.5981,120.92483,K8219,792
2430,28.83333333,120.3,K9136,54
2430,29.76666667,119.5666667,K1288,91
2430,28.5981,120.92483,K8219,728
2430,28.83333333,120.3,K9136,76
2420,28.45,121.0166667,K3086,371
2420,29.31056,121.0619,K8728,87
2420,28.45,121.0166667,K3086,287
2420,29.31056,121.0619,K8728,173
2420,28.45,121.0166667,K3086,585
2420,29.31056,121.0619,K8728,276
2420,28.45,121.0166667,K3086,505
2420,29.31056,121.0619,K8728,241
2420,29.31056,121.0619,K8728,190
2420,29.31056,121.0619,K8728,170
2420,29.31056,121.0619,K8728,91
2410,30.46666667,119.6666667,K5029,52
2410,30.46666667,119.6666667,K5029,36
2410,30.46666667,119.6666667,K5029,56
2410,30.46666667,119.6666667,K5029,64
2410,30.46666667,119.6666667,K5029,82
2410,30.46666667,119.6666667,K5029,71
2410,30.46666667,119.6666667,K5029,76
2405,28.59,119.24,K7822,18
2405,28.59,119.24,K7822,38
2405,28.59,119.24,K7822,22
2405,28.59,119.24,K7822,6
2405,28.59,119.24,K7822,10
2405,28.59,119.24,K7822,7
2405,28.59,119.24,K7822,12
2400,29.43333333,120.6833333,K4608,12
2400,29.48333333,120.5333333,K4646,10
2400,30.65,119.3666667,K5117,125
2400,29.43333333,120.6833333,K4608,14
2400,29.48333333,120.5333333,K4646,13
2400,30.65,119.3666667,K5117,180
2400,29.43333333,120.6833333,K4608,83
2400,29.48333333,120.5333333,K4646,45
2400,30.65,119.3666667,K5117,55
2400,29.43333333,120.6833333,K4608,32
2400,29.48333333,120.5333333,K4646,42
2400,30.65,119.3666667,K5117,40
2400,29.43333333,120.6833333,K4608,28
2400,29.48333333,120.5333333,K4646,17
2400,30.65,119.3666667,K5117,21
2400,29.43333333,120.6833333,K4608,38
2400,29.48333333,120.5333333,K4646,21
2400,30.65,119.3666667,K5117,170
2400,29.43333333,120.6833333,K4608,38
2400,29.48333333,120.5333333,K4646,33
2400,30.65,119.3666667,K5117,46
2390,29.71666667,119.8,K1093,64
2390,30.52,119.58,K5156,57
2390,28.11917,121.1981,K8527,78
2390,28.35,119.5,K9313,68
2390,29.71666667,119.8,K1093,180
2390,30.52,119.58,K5156,34
2390,28.11917,121.1981,K8527,224
2390,28.35,119.5,K9313,47
2390,29.71666667,119.8,K1093,127
2390,30.52,119.58,K5156,57
2390,28.11917,121.1981,K8527,202
2390,28.35,119.5,K9313,21
2390,29.71666667,119.8,K1093,60
2390,30.52,119.58,K5156,56
2390,28.11917,121.1981,K8527,171
2390,28.35,119.5,K9313,10
2390,29.71666667,119.8,K1093,64
2390,30.52,119.58,K5156,48
2390,28.11917,121.1981,K8527,121
2390,28.35,119.5,K9313,20
2390,29.71666667,119.8,K1093,131
2390,30.52,119.58,K5156,130
2390,28.11917,121.1981,K8527,78
2390,28.35,119.5,K9313,29
2390,29.71666667,119.8,K1093,130
2390,30.52,119.58,K5156,85
2390,28.11917,121.1981,K8527,20
2390,28.35,119.5,K9313,29
2380,28.55,120.1333333,K9204,236
2380,28.55,120.1333333,K9204,244
2380,28.55,120.1333333,K9204,130
2380,28.55,120.1333333,K9204,144
2380,28.55,120.1333333,K9204,196
2380,28.55,120.1333333,K9204,82
2380,28.55,120.1333333,K9204,134
2370,29.78333333,119.5,K1278,35
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,40
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,78
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,72
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,158
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,20
2370,28.85,119.4,K6059,0
2370,29.78333333,119.5,K1278,101
2370,28.85,119.4,K6059,0
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,86
2360,29.41666667,121,K4825,37
2360,27.98333333,119.0833333,K9077,12
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,16
2360,29.41666667,121,K4825,59
2360,27.98333333,119.0833333,K9077,22
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,28
2360,29.41666667,121,K4825,152
2360,27.98333333,119.0833333,K9077,7
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,77
2360,29.41666667,121,K4825,88
2360,27.98333333,119.0833333,K9077,32
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,24
2360,29.41666667,121,K4825,111
2360,27.98333333,119.0833333,K9077,8
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,27
2360,29.41666667,121,K4825,92
2360,27.98333333,119.0833333,K9077,1
2360,27.43333333,120.25,K3244,0
2360,29.65,120.6166667,K4610,35
2360,29.41666667,121,K4825,112
2360,27.98333333,119.0833333,K9077,0
2350,29.56666667,121.2333333,K2736,35
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,74
2350,28.08333333,119.2833333,K9257,17
2350,29.56666667,121.2333333,K2736,127
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,146
2350,28.08333333,119.2833333,K9257,43
2350,29.56666667,121.2333333,K2736,197
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,190
2350,28.08333333,119.2833333,K9257,22
2350,29.56666667,121.2333333,K2736,80
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,198
2350,28.08333333,119.2833333,K9257,7
2350,29.56666667,121.2333333,K2736,93
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,160
2350,28.08333333,119.2833333,K9257,4
2350,29.56666667,121.2333333,K2736,154
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,132
2350,28.08333333,119.2833333,K9257,1
2350,29.56666667,121.2333333,K2736,150
2350,29.28833,120.9108,K8718,0
2350,29.28889,120.915,K8770,136
2350,28.08333333,119.2833333,K9257,3
2345,29.21666667,118.2333333,K7010,20
2345,29.21666667,118.2333333,K7010,0
2345,29.21666667,118.2333333,K7010,1
2345,29.21666667,118.2333333,K7010,7
2345,29.21666667,118.2333333,K7010,22
2345,29.21666667,118.2333333,K7010,8
2345,29.21666667,118.2333333,K7010,12
2330,29.21666667,119,K1267,19
2330,28.7,118.4833333,K7105,9
2330,29.21666667,119,K1267,23
2330,28.7,118.4833333,K7105,2
2330,29.21666667,119,K1267,28
2330,28.7,118.4833333,K7105,18
2330,29.21666667,119,K1267,7
2330,28.7,118.4833333,K7105,18
2330,29.21666667,119,K1267,4
2330,28.7,118.4833333,K7105,5
2330,29.21666667,119,K1267,22
2330,28.7,118.4833333,K7105,17
2330,29.21666667,119,K1267,3
2330,28.7,118.4833333,K7105,63
2320,29.38333333,118.4333333,K1334,37
2320,29.86666667,121.3333333,K2412,70
2320,29.38333333,118.4333333,K1334,2
2320,29.86666667,121.3333333,K2412,31
2320,29.38333333,118.4333333,K1334,7
2320,29.86666667,121.3333333,K2412,132
2320,29.38333333,118.4333333,K1334,32
2320,29.86666667,121.3333333,K2412,148
2320,29.38333333,118.4333333,K1334,7
2320,29.86666667,121.3333333,K2412,107
2320,29.38333333,118.4333333,K1334,14
2320,29.86666667,121.3333333,K2412,119
2320,29.38333333,118.4333333,K1334,31
2320,29.86666667,121.3333333,K2412,77
2310,30.3,119.5666667,K1047,13
2310,29.91666667,118.9666667,K1301,11
2310,28.35,120.3833333,K3189,38
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,21
2310,29.91666667,118.9666667,K1301,2
2310,28.35,120.3833333,K3189,40
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,34
2310,29.91666667,118.9666667,K1301,23
2310,28.35,120.3833333,K3189,54
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,71
2310,29.91666667,118.9666667,K1301,10
2310,28.35,120.3833333,K3189,63
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,100
2310,29.91666667,118.9666667,K1301,18
2310,28.35,120.3833333,K3189,46
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,66
2310,29.91666667,118.9666667,K1301,43
2310,28.35,120.3833333,K3189,63
2310,28.55,119.4833333,K9315,0
2310,30.3,119.5666667,K1047,70
2310,29.91666667,118.9666667,K1301,23
2310,28.35,120.3833333,K3189,53
2310,28.55,119.4833333,K9315,0
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,50
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,25
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,58
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,45
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,64
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,43
2300,28.65,119.9166667,K9119,0
2300,28.08333333,119.9166667,K9227,55
2290,29.83333333,119.15,K1312,10
2290,27.61666667,119.9166667,K3037,19
2290,28.75,120,K9021,81
2290,29.83333333,119.15,K1312,23
2290,27.61666667,119.9166667,K3037,0
2290,28.75,120,K9021,62
2290,29.83333333,119.15,K1312,27
2290,27.61666667,119.9166667,K3037,4
2290,28.75,120,K9021,75
2290,29.83333333,119.15,K1312,13
2290,27.61666667,119.9166667,K3037,1
2290,28.75,120,K9021,133
2290,29.83333333,119.15,K1312,138
2290,27.61666667,119.9166667,K3037,0
2290,28.75,120,K9021,165
2290,29.83333333,119.15,K1312,52
2290,27.61666667,119.9166667,K3037,2
2290,28.75,120,K9021,129
2290,29.83333333,119.15,K1312,39
2290,27.61666667,119.9166667,K3037,1
2290,28.75,120,K9021,160
2280,29.07055,121,K8706,111
2280,28.58333333,119.9166667,K9221,25
2280,29.07055,121,K8706,68
2280,28.58333333,119.9166667,K9221,73
2280,29.07055,121,K8706,135
2280,28.58333333,119.9166667,K9221,67
2280,29.07055,121,K8706,89
2280,28.58333333,119.9166667,K9221,67
2280,29.07055,121,K8706,95
2280,28.58333333,119.9166667,K9221,79
2280,29.07055,121,K8706,169
2280,28.58333333,119.9166667,K9221,68
2280,29.07055,121,K8706,217
2280,28.58333333,119.9166667,K9221,27
2270,29.33333333,118.9833333,K1070,20
2270,29.66666667,121.1,K2716,8
2270,29.1,119.9333333,K6048,86
2270,29.33333333,118.9833333,K1070,26
2270,29.66666667,121.1,K2716,58
2270,29.1,119.9333333,K6048,23
2270,29.33333333,118.9833333,K1070,43
2270,29.66666667,121.1,K2716,100
2270,29.1,119.9333333,K6048,19
2270,29.33333333,118.9833333,K1070,20
2270,29.66666667,121.1,K2716,117
2270,29.1,119.9333333,K6048,50
2270,29.33333333,118.9833333,K1070,46
2270,29.66666667,121.1,K2716,106
2270,29.1,119.9333333,K6048,62
2270,29.33333333,118.9833333,K1070,98
2270,29.66666667,121.1,K2716,166
2270,29.1,119.9333333,K6048,18
2270,29.33333333,118.9833333,K1070,29
2270,29.66666667,121.1,K2716,86
2270,29.1,119.9333333,K6048,24
2250,28.51666667,120.1166667,K9031,222
2250,28.51666667,120.1166667,K9031,156
2250,28.51666667,120.1166667,K9031,78
2250,28.51666667,120.1166667,K9031,62
2250,28.51666667,120.1166667,K9031,68
2250,28.51666667,120.1166667,K9031,60
2250,28.51666667,120.1166667,K9031,123
2240,29.86666667,120.0333333,K1231,59
2240,29.35,119.5166667,K6160,81
2240,28.65,119.5666667,K6204,77
2240,29.86666667,120.0333333,K1231,200
2240,29.35,119.5166667,K6160,144
2240,28.65,119.5666667,K6204,56
2240,29.86666667,120.0333333,K1231,69
2240,29.35,119.5166667,K6160,30
2240,28.65,119.5666667,K6204,30
2240,29.86666667,120.0333333,K1231,33
2240,29.35,119.5166667,K6160,44
2240,28.65,119.5666667,K6204,55
2240,29.86666667,120.0333333,K1231,58
2240,29.35,119.5166667,K6160,78
2240,28.65,119.5666667,K6204,28
2240,29.86666667,120.0333333,K1231,94
2240,29.35,119.5166667,K6160,73
2240,28.65,119.5666667,K6204,28
2240,29.86666667,120.0333333,K1231,54
2240,29.35,119.5166667,K6160,55
2240,28.65,119.5666667,K6204,20
2230,29.63,119.9,K6240,94
2230,29.63,119.9,K6240,163
2230,29.63,119.9,K6240,41
2230,29.63,119.9,K6240,59
2230,29.63,119.9,K6240,104
2230,29.63,119.9,K6240,76
2230,29.63,119.9,K6240,68
2210,29.71666667,119.4166667,K1116,37
2210,29.81666667,119.5333333,K1656,32
2210,29.55,121.1333333,K4831,42
2210,27.85,119.4666667,K9164,33
2210,28.56666667,120.05,K9167,13
2210,29.71666667,119.4166667,K1116,52
2210,29.81666667,119.5333333,K1656,38
2210,29.55,121.1333333,K4831,110
2210,27.85,119.4666667,K9164,56
2210,28.56666667,120.05,K9167,23
2210,29.71666667,119.4166667,K1116,60
2210,29.81666667,119.5333333,K1656,68
2210,29.55,121.1333333,K4831,141
2210,27.85,119.4666667,K9164,41
2210,28.56666667,120.05,K9167,39
2210,29.71666667,119.4166667,K1116,83
2210,29.81666667,119.5333333,K1656,53
2210,29.55,121.1333333,K4831,72
2210,27.85,119.4666667,K9164,7
2210,28.56666667,120.05,K9167,39
2210,29.71666667,119.4166667,K1116,127
2210,29.81666667,119.5333333,K1656,105
2210,29.55,121.1333333,K4831,51
2210,27.85,119.4666667,K9164,10
2210,28.56666667,120.05,K9167,50
2210,29.71666667,119.4166667,K1116,29
2210,29.81666667,119.5333333,K1656,20
2210,29.55,121.1333333,K4831,83
2210,27.85,119.4666667,K9164,2
2210,28.56666667,120.05,K9167,41
2210,29.71666667,119.4166667,K1116,95
2210,29.81666667,119.5333333,K1656,84
2210,29.55,121.1333333,K4831,109
2210,27.85,119.4666667,K9164,7
2210,28.56666667,120.05,K9167,54
2200,29.68333333,119.1166667,K1145,14
2200,29.28,120.52,K6301,89
2200,28.57361,120.3961,K8912,148
2200,29.68333333,119.1166667,K1145,21
2200,29.28,120.52,K6301,29
2200,28.57361,120.3961,K8912,173
2200,29.68333333,119.1166667,K1145,13
2200,29.28,120.52,K6301,70
2200,28.57361,120.3961,K8912,153
2200,29.68333333,119.1166667,K1145,4
2200,29.28,120.52,K6301,68
2200,28.57361,120.3961,K8912,152
2200,29.68333333,119.1166667,K1145,84
2200,29.28,120.52,K6301,165
2200,28.57361,120.3961,K8912,103
2200,29.68333333,119.1166667,K1145,46
2200,29.28,120.52,K6301,105
2200,28.57361,120.3961,K8912,157
2200,29.68333333,119.1166667,K1145,20
2200,29.28,120.52,K6301,85
2200,28.57361,120.3961,K8912,197
2190,28.88333333,119.2,K7317,67
2190,28.6,120.1166667,K9202,99
2190,30.66666667,122.5666667,K9542,8
2190,28.88333333,119.2,K7317,138
2190,28.6,120.1166667,K9202,55
2190,30.66666667,122.5666667,K9542,4
2190,28.88333333,119.2,K7317,167
2190,28.6,120.1166667,K9202,39
2190,30.66666667,122.5666667,K9542,2
2190,28.88333333,119.2,K7317,51
2190,28.6,120.1166667,K9202,39
2190,30.66666667,122.5666667,K9542,19
2190,28.88333333,119.2,K7317,66
2190,28.6,120.1166667,K9202,43
2190,30.66666667,122.5666667,K9542,5
2190,28.88333333,119.2,K7317,56
2190,28.6,120.1166667,K9202,28
2190,30.66666667,122.5666667,K9542,6
2190,28.88333333,119.2,K7317,75
2190,28.6,120.1166667,K9202,54
2190,30.66666667,122.5666667,K9542,0
2180,28.36666667,120.8666667,K3337,189
2180,29.06666667,118.15,K7006,8
2180,28.36666667,120.8666667,K3337,193
2180,29.06666667,118.15,K7006,2
2180,28.36666667,120.8666667,K3337,155
2180,29.06666667,118.15,K7006,2
2180,28.36666667,120.8666667,K3337,401
2180,29.06666667,118.15,K7006,15
2180,28.36666667,120.8666667,K3337,360
2180,29.06666667,118.15,K7006,34
2180,28.36666667,120.8666667,K3337,316
2180,29.06666667,118.15,K7006,21
2180,28.36666667,120.8666667,K3337,246
2180,29.06666667,118.15,K7006,16
2174,28.23333333,120.0833333,K9147,18
2174,28.23333333,120.0833333,K9147,24
2174,28.23333333,120.0833333,K9147,32
2174,28.23333333,120.0833333,K9147,22
2174,28.23333333,120.0833333,K9147,61
2174,28.23333333,120.0833333,K9147,37
2170,30.06666667,119.1,K1245,14
2170,29.83333333,119.0333333,K1339,8
2170,29.61666667,119.2166667,K1362,33
2170,29,119.8166667,K6209,171
2170,28.3,118.4166667,K7102,8
2170,30.06666667,119.1,K1245,32
2170,29.83333333,119.0333333,K1339,7
2170,29.61666667,119.2166667,K1362,38
2170,29,119.8166667,K6209,137
2170,28.3,118.4166667,K7102,35
2170,30.06666667,119.1,K1245,51
2170,29.83333333,119.0333333,K1339,21
2170,29.61666667,119.2166667,K1362,30
2170,29,119.8166667,K6209,46
2170,28.3,118.4166667,K7102,23
2170,30.06666667,119.1,K1245,28
2170,29.83333333,119.0333333,K1339,8
2170,29.61666667,119.2166667,K1362,14
2170,29,119.8166667,K6209,146
2170,28.3,118.4166667,K7102,32
2170,30.06666667,119.1,K1245,98
2170,29.83333333,119.0333333,K1339,59
2170,29.61666667,119.2166667,K1362,105
2170,29,119.8166667,K6209,156
2170,28.3,118.4166667,K7102,29
2170,30.06666667,119.1,K1245,89
2170,29.83333333,119.0333333,K1339,50
2170,29.61666667,119.2166667,K1362,80
2170,29,119.8166667,K6209,131
2170,28.3,118.4166667,K7102,12
2170,30.06666667,119.1,K1245,42
2170,29.83333333,119.0333333,K1339,11
2170,29.61666667,119.2166667,K1362,50
2170,29,119.8166667,K6209,103
2170,28.3,118.4166667,K7102,29
2160,29.78333333,119.2333333,K1306,45
2160,30.7,119.4833333,K5120,131
2160,28.81666667,120.2333333,K9008,39
2160,28.28333333,119.6333333,K9326,170
2160,29.78333333,119.2333333,K1306,42
2160,30.7,119.4833333,K5120,207
2160,28.81666667,120.2333333,K9008,50
2160,28.28333333,119.6333333,K9326,49
2160,29.78333333,119.2333333,K1306,28
2160,30.7,119.4833333,K5120,31
2160,28.81666667,120.2333333,K9008,29
2160,28.28333333,119.6333333,K9326,17
2160,29.78333333,119.2333333,K1306,28
2160,30.7,119.4833333,K5120,26
2160,28.81666667,120.2333333,K9008,50
2160,28.28333333,119.6333333,K9326,55
2160,29.78333333,119.2333333,K1306,129
2160,30.7,119.4833333,K5120,17
2160,28.81666667,120.2333333,K9008,37
2160,28.28333333,119.6333333,K9326,63
2160,29.78333333,119.2333333,K1306,57
2160,30.7,119.4833333,K5120,187
2160,28.81666667,120.2333333,K9008,34
2160,28.28333333,119.6333333,K9326,44
2160,29.78333333,119.2333333,K1306,58
2160,30.7,119.4833333,K5120,25
2160,28.81666667,120.2333333,K9008,61
2160,28.28333333,119.6333333,K9326,15
2150,29.46666667,120.8,K4813,5
2150,28.63333333,119.6,K6022,73
2150,28.46666667,118.5333333,K7103,39
2150,29.15083,121.3683,K8822,116
2150,29.46666667,120.8,K4813,17
2150,28.63333333,119.6,K6022,36
2150,28.46666667,118.5333333,K7103,51
2150,29.15083,121.3683,K8822,155
2150,29.46666667,120.8,K4813,41
2150,28.63333333,119.6,K6022,13
2150,28.46666667,118.5333333,K7103,41
2150,29.15083,121.3683,K8822,157
2150,29.46666667,120.8,K4813,17
2150,28.63333333,119.6,K6022,42
2150,28.46666667,118.5333333,K7103,59
2150,29.15083,121.3683,K8822,133
2150,29.46666667,120.8,K4813,16
2150,28.63333333,119.6,K6022,39
2150,28.46666667,118.5333333,K7103,7
2150,29.15083,121.3683,K8822,155
2150,29.46666667,120.8,K4813,27
2150,28.63333333,119.6,K6022,23
2150,28.46666667,118.5333333,K7103,7
2150,29.15083,121.3683,K8822,93
2150,29.46666667,120.8,K4813,33
2150,28.63333333,119.6,K6022,9
2150,28.46666667,118.5333333,K7103,182
2150,29.15083,121.3683,K8822,79
2146,28.28333333,119.8833333,K9141,98
2146,28.28333333,119.8833333,K9141,84
2146,28.28333333,119.8833333,K9141,121
2146,28.28333333,119.8833333,K9141,102
2146,28.28333333,119.8833333,K9141,94
2146,28.28333333,119.8833333,K9141,77
2146,28.28333333,119.8833333,K9141,135
2140,29.9,120,K1104,52
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,57
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,47
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,38
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,31
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,26
2140,28.58333333,119.3833333,K9126,0
2140,29.9,120,K1104,20
2140,28.58333333,119.3833333,K9126,0
2134,28.75,118.8333333,K7427,19
2134,28.75,118.8333333,K7427,16
2134,28.75,118.8333333,K7427,35
2134,28.75,118.8333333,K7427,8
2134,28.75,118.8333333,K7427,33
2134,28.75,118.8333333,K7427,33
2134,28.75,118.8333333,K7427,42
2130,28.06666667,120.7666667,K3316,121
2130,28.06666667,120.7666667,K3316,38
2130,28.06666667,120.7666667,K3316,33
2130,28.06666667,120.7666667,K3316,37
2130,28.06666667,120.7666667,K3316,64
2130,28.06666667,120.7666667,K3316,34
2130,28.06666667,120.7666667,K3316,26
2120,29.15861,121.3514,K8819,128
2120,28.06666667,119.35,K9057,26
2120,29.15861,121.3514,K8819,150
2120,28.06666667,119.35,K9057,62
2120,29.15861,121.3514,K8819,175
2120,28.06666667,119.35,K9057,66
2120,29.15861,121.3514,K8819,143
2120,28.06666667,119.35,K9057,12
2120,29.15861,121.3514,K8819,159
2120,28.06666667,119.35,K9057,15
2120,29.15861,121.3514,K8819,92
2120,28.06666667,119.35,K9057,1
2120,29.15861,121.3514,K8819,76
2120,28.06666667,119.35,K9057,7
2110,30.23333333,119.2333333,K1096,19
2110,30.13333333,119.0333333,K1247,24
2110,29.6,120.2333333,K4239,132
2110,29.55,120.55,K4604,35
2110,28.52972,121.3078,K8402,88
2110,30.23333333,119.2333333,K1096,13
2110,30.13333333,119.0333333,K1247,20
2110,29.6,120.2333333,K4239,48
2110,29.55,120.55,K4604,7
2110,28.52972,121.3078,K8402,114
2110,30.23333333,119.2333333,K1096,26
2110,30.13333333,119.0333333,K1247,27
2110,29.6,120.2333333,K4239,20
2110,29.55,120.55,K4604,39
2110,28.52972,121.3078,K8402,234
2110,30.23333333,119.2333333,K1096,16
2110,30.13333333,119.0333333,K1247,23
2110,29.6,120.2333333,K4239,37
2110,29.55,120.55,K4604,46
2110,28.52972,121.3078,K8402,57
2110,30.23333333,119.2333333,K1096,31
2110,30.13333333,119.0333333,K1247,45
2110,29.6,120.2333333,K4239,20
2110,29.55,120.55,K4604,25
2110,28.52972,121.3078,K8402,134
2110,30.23333333,119.2333333,K1096,89
2110,30.13333333,119.0333333,K1247,64
2110,29.6,120.2333333,K4239,12
2110,29.55,120.55,K4604,17
2110,28.52972,121.3078,K8402,125
2110,30.23333333,119.2333333,K1096,30
2110,30.13333333,119.0333333,K1247,54
2110,29.6,120.2333333,K4239,14
2110,29.55,120.55,K4604,45
2110,28.52972,121.3078,K8402,75
2100,28.2,119.5,K9308,64
2100,28.2,119.5,K9308,74
2100,28.2,119.5,K9308,36
2100,28.2,119.5,K9308,14
2100,28.2,119.5,K9308,17
2100,28.2,119.5,K9308,38
2100,28.2,119.5,K9308,44
2090,29.48333333,119.2,K1724,20
2090,29.46666667,121.0166667,K4817,29
2090,28.56666667,119.6166667,K6182,121
2090,29.48333333,119.2,K1724,38
2090,29.46666667,121.0166667,K4817,72
2090,28.56666667,119.6166667,K6182,54
2090,29.48333333,119.2,K1724,33
2090,29.46666667,121.0166667,K4817,164
2090,28.56666667,119.6166667,K6182,16
2090,29.48333333,119.2,K1724,22
2090,29.46666667,121.0166667,K4817,86
2090,28.56666667,119.6166667,K6182,51
2090,29.48333333,119.2,K1724,33
2090,29.46666667,121.0166667,K4817,67
2090,28.56666667,119.6166667,K6182,67
2090,29.48333333,119.2,K1724,64
2090,29.46666667,121.0166667,K4817,90
2090,28.56666667,119.6166667,K6182,37
2090,29.48333333,119.2,K1724,29
2090,29.46666667,121.0166667,K4817,107
2090,28.56666667,119.6166667,K6182,32
2081,29.78333333,121.05,K4443,203
2081,29.78333333,121.05,K4443,63
2081,29.78333333,121.05,K4443,128
2081,29.78333333,121.05,K4443,231
2081,29.78333333,121.05,K4443,195
2081,29.78333333,121.05,K4443,179
2081,29.78333333,121.05,K4443,73
2080,28.76666667,119.6666667,K6074,86
2080,28.76666667,119.6666667,K6074,28
2080,28.76666667,119.6666667,K6074,13
2080,28.76666667,119.6666667,K6074,25
