,lat,lon,IIiii,RR
766,28.90444,121.2022,K8617,0
767,28.87278,121.0231,K8618,95
768,28.97889,121.1494,K8619,196
769,28.80861,121.5797,K8620,42
770,28.69306,121.5456,K8621,55
771,28.87167,121.0797,K8622,91
772,28.98,120.9153,K8623,85
773,29.01528,120.9958,K8624,46
774,28.93361,121.0011,K8625,87
775,28.69,121.0728,K8626,138
776,28.69111,121.7594,K8627,1
777,28.91,120.8944,K8628,28
778,28.80972,121.8475,K8629,62
779,28.74306,121.8481,K8630,60
780,28.72917,120.9675,K8640,163
781,28.77222,121.1153,K8641,92
782,28.82444,121.2322,K8642,68
783,29.00028,120.9667,K8643,78
784,28.89333,121.3694,K8644,119
785,28.89333,121.3694,K8645,6
786,28.84833,121.3367,K8646,169
787,29.00528,121.2608,K8647,218
788,28.91028,121.4022,K8648,114
789,28.71361,121.5781,K8649,70
790,28.71583,121.7297,K8650,27
791,28.70917,121.7539,K8651,0
792,28.71806,121.7117,K8652,0
793,28.78972,120.93333,K8654,0
794,28.75889,121.5583,K8655,45
795,28.85194,121.1328,K8661,122
796,28.43167,121.9033,K8666,0
797,28.0575,121.2708,K8667,195
798,28.71278,121.6378,K8681,65
799,29.26778,120.9864,K8701,153
800,29.12583,120.7947,K8702,58
801,29.25833,121.0914,K8703,194
802,29.09056,121.1014,K8704,113
803,29.05167,120.7939,K8705,182
804,29.07055,121.0,K8706,68
805,29.05917,120.7022,K8707,115
806,29.14472,120.8625,K8708,49
807,29.09945,120.8569,K8709,143
808,29.19722,120.8017,K8710,8
809,29.17194,121.2222,K8711,211
810,29.11111,121.1156,K8712,123
811,29.24306,121.0519,K8713,244
812,29.06778,121.1947,K8714,145
813,29.08805,120.8956,K8715,42
814,29.06944,121.0575,K8716,62
815,29.135,121.0372,K8717,101
816,29.28833,120.9108,K8718,0
817,29.12,121.1022,K8719,143
818,29.20111,120.8997,K8720,60
819,29.20694,121.0164,K8721,146
820,29.02028,120.8761,K8722,146
821,29.02306,120.77,K8723,222
822,29.13806,121.0067,K8724,81
823,29.08805,121.1758,K8725,189
824,29.07278,120.7303,K8726,123
825,29.15139,121.1528,K8727,142
826,29.31056,121.0619,K8728,173
827,29.22417,121.14,K8729,127
828,28.97583,120.8189,K8730,142
829,29.07139,120.8411,K8740,142
830,29.20361,120.9628,K8741,95
831,29.09,120.8,K8742,176
832,29.15,121.21667,K8743,158
833,29.12,120.86667,K8745,142
834,29.22639,120.8475,K8746,74
835,29.115,121.1244,K8747,107
836,29.13389,120.98,K8759,52
837,29.28889,120.915,K8770,146
838,29.05139,120.8411,K8771,166
839,29.29333,121.1458,K8772,206
840,29.18444,121.1128,K8773,156
841,29.21722,120.8017,K8774,70
842,29.04361,121.3403,K8801,264
843,28.93806,121.7144,K8802,24
844,29.16195,121.5706,K8803,139
845,29.01167,121.5094,K8805,62
846,28.98389,121.3986,K8806,186
847,29.05,121.2208,K8807,169
848,28.8675,121.5128,K8808,83
849,28.92083,121.4714,K8809,73
850,29.01389,121.6083,K8810,132
851,28.97111,121.5808,K8811,90
852,29.0675,121.4881,K8812,133
853,28.87583,121.6383,K8813,53
854,29.07444,121.2789,K8814,135
855,29.15222,121.4575,K8815,128
856,29.10389,121.6006,K8816,112
857,29.07528,121.405,K8817,240
858,29.0025,121.3147,K8818,175
859,29.15861,121.3514,K8819,150
860,29.12361,121.48,K8820,145
861,28.92694,121.5833,K8821,75
862,29.15083,121.3683,K8822,155
863,29.10861,121.5767,K8823,121
864,29.00889,121.4683,K8824,147
865,29.06667,121.6792,K8825,40
866,28.89111,121.6617,K8826,35
867,28.89111,121.6617,K8827,42
868,29.02444,121.3881,K8828,286
869,29.05445,121.2419,K8829,157
870,29.16195,121.5706,K8830,145
871,29.04917,121.4242,K8840,264
872,29.11806,121.5811,K8841,19
873,28.72556,120.5786,K8901,84
874,28.72889,120.4772,K8902,61
875,28.71806,120.7936,K8903,136
876,28.94639,120.7519,K8904,0
877,28.62139,120.7147,K8905,133
878,28.78889,120.8575,K8906,150
879,28.85028,120.5117,K8907,72
880,28.66389,120.6708,K8908,125
881,28.895,120.6228,K8909,103
882,28.69833,120.3353,K8910,80
883,28.67194,120.5706,K8911,110
884,28.57361,120.3961,K8912,173
885,28.645,120.4797,K8913,135
886,28.61611,120.7961,K8914,240
887,28.77722,120.7242,K8915,46
888,28.56083,120.3333,K8916,124
889,28.83972,120.8778,K8917,21
890,28.72583,120.5208,K8918,47
891,28.76056,120.775,K8919,118
892,28.77944,120.4283,K8920,58
893,28.63111,120.4019,K8921,165
894,28.87944,120.8328,K8922,20
895,28.54944,120.5878,K8923,87
896,28.87833,120.6025,K8924,98
897,28.825,120.7467,K8925,10
898,28.69833,120.4433,K8926,57
899,28.87278,120.7306,K8927,59
900,28.81194,120.6328,K8928,28
901,28.775,120.5811,K8929,47
902,28.60417,120.6542,K8942,107
903,28.59222,120.5281,K8943,124
904,28.91639,120.7275,K8945,122
905,28.63917,120.6425,K8946,84
906,28.78306,120.5061,K8947,56
907,28.64528,120.4169,K8948,172
908,28.62583,120.8078,K8949,169
909,28.64278,120.8931,K8982,0
910,28.65472,121.4189,K8001,87
911,28.71889,121.9156,K8002,107
912,28.638986,121.3521,K8003,67
913,29.15,120.95,K8082,0
914,28.67805,121.4467,K8101,89
915,28.69667,121.4897,K8103,127
916,28.75389,121.4047,K8104,84
917,28.70806,121.3967,K8106,168
918,28.59306,121.4592,K8107,76
919,28.73028,121.4508,K8108,127
920,28.61944,121.5092,K8109,59
921,28.49639,121.9056,K8110,121
922,28.69444,121.4744,K8111,46
923,28.66417,121.4556,K8112,110
924,28.64,121.5019,K8113,15
925,28.61722,121.522441,K8114,83
926,28.59028,121.3997,K8115,94
927,28.60861,121.8156,K8116,198
928,28.45333,121.8894,K8117,0
929,28.68333,121.375,K8118,165
930,28.67805,121.5119,K8120,0
931,28.70583,121.4325,K8191,145
932,28.6525,121.28,K8201,191
933,28.59167,120.9753,K8202,73
934,28.54806,121.1744,K8203,403
935,28.61028,121.0614,K8204,184
936,28.67417,121.1369,K8205,250
937,28.53583,120.9131,K8206,57
938,28.65211,121.01093,K8208,118
939,28.60583,120.8744,K8209,190
940,28.515366,121.008268,K8210,209
941,28.6903,121.3275,K8212,190
942,28.54972,121.2781,K8213,236
943,28.58444,121.2314,K8214,207
944,28.68139,121.2067,K8215,206
945,28.595,121.1314,K8216,315
946,28.63222,121.1736,K8217,190
947,28.66945,121.2539,K8218,191
948,28.5981,120.92483,K8219,100
949,28.63056,121.0978,K8220,245
950,28.53806,121.0739,K8221,403
951,28.58417,120.7997,K8222,275
952,28.53722,120.9522,K8225,75
953,28.62472,121.2397,K8226,187
954,28.6125,121.2672,K8227,249
955,28.70555,121.3256,K8228,172
956,28.59833,120.82,K8270,194
957,28.50778,120.8914,K8271,129
958,28.52722,120.9522,K8272,69
959,28.48611,121.0247,K8274,431
960,28.58167,120.9753,K8282,76
961,28.64278,121.1564,K8283,215
962,28.57528,121.3503,K8301,148
963,28.52778,121.4456,K8302,67
964,28.51583,121.4972,K8303,53
965,28.48386,121.62174,K8304,28
966,28.52611,121.5967,K8305,96
967,28.58556,121.3344,K8306,152
968,28.55528,121.4222,K8307,100
969,28.51194,121.4036,K8308,79
970,28.55445,121.4694,K8309,66
971,28.54861,121.3681,K8310,157
972,28.56083,121.33,K8311,166
973,28.50805,121.5872,K8312,64
974,28.56807,121.51892,K8313,65
975,28.48389,121.6217,K8314,28
976,28.56139,121.5944,K8315,23
977,28.55056,121.6422,K8316,87
978,28.61778,121.3067,K8317,209
979,28.56417,121.3083,K8318,205
980,28.56139,121.5944,K8319,30
981,28.45833,121.6653,K8320,21
982,28.52889,121.3761,K8321,143
983,28.55556,121.5392,K8322,42
984,28.34945,121.4606,K8401,56
985,28.52972,121.3078,K8402,234
986,28.49111,121.2411,K8403,368
987,28.37111,121.5664,K8404,50
988,28.32472,121.2611,K8405,309
989,28.4475,121.3258,K8406,101
990,28.24639,121.6039,K8407,85
991,28.47806,121.4594,K8408,28
992,28.42222,121.6081,K8409,5
993,28.28611,121.3994,K8410,77
994,28.38389,121.3003,K8411,53
995,28.39889,121.5228,K8412,24
996,28.45056,121.5589,K8413,19
997,28.49917,121.2019,K8414,263
998,28.4125,121.6617,K8415,43
999,28.41556,121.4511,K8416,30
1000,28.42056,121.2528,K8417,229
1001,28.32583,121.6189,K8419,76
1002,28.36194,121.2825,K8420,181
1003,28.32944,121.3311,K8421,503
1004,28.48222,121.3236,K8422,157
1005,28.41195,121.3767,K8423,91
1006,28.45722,121.3997,K8424,16
1007,28.23111,121.6356,K8425,26
1008,28.41111,121.5644,K8426,21
1009,28.46889,121.2619,K8427,245
1010,28.48944,121.3794,K8429,98
1011,28.39,121.3681,K8430,80
1012,28.49694,121.3361,K8441,176
1013,28.43611,121.4358,K8442,32
1014,28.48944,121.4331,K8443,44
1015,28.345,121.4997,K8444,39
1016,28.43167,121.6581,K8445,18
1017,28.325,121.4075,K8446,75
1018,28.32778,121.4594,K8447,47
1019,28.30389,121.6469,K8448,107
1020,28.48333,121.56667,K8452,-9999
1021,28.25694,121.2867,K8501,399
1022,28.16639,121.3717,K8502,610
1023,28.24389,121.3803,K8503,190
1024,28.21,121.1575,K8504,110
1025,28.12556,121.2369,K8505,399
1026,28.09222,121.4039,K8506,173
1027,28.09167,121.2042,K8507,485
1028,28.08583,121.52,K8508,135
1029,28.08833,121.1528,K8509,319
1030,28.19611,121.3092,K8510,94
1031,28.19833,121.2414,K8511,219
1032,28.21694,121.3014,K8512,659
1033,28.10611,121.36417,K8513,301
1034,28.27833,121.2453,K8515,443
1035,28.10306,121.1358,K8517,94
1036,28.22667,121.3333,K8518,729
1037,28.24806,121.2539,K8520,446
1038,28.31528,121.3458,K8521,379
1039,28.195,121.2103,K8522,258
1040,28.1333,121.1333,K8526,0
1041,28.11917,121.1981,K8527,202
1042,28.2425,121.1392,K8528,0
1043,28.22222,121.3753,K8530,400
1044,28.22222,121.3753,K8580,400
1045,28.31528,121.3458,K8581,379
1046,28.10611,121.36417,K8582,331
1047,28.10556,121.2369,K8583,448
1048,28.19833,121.2414,K8584,284
1049,28.09167,121.2042,K8585,610
1050,28.21,121.1575,K8586,110
1051,28.08583,121.52,K8587,138
1052,28.09222,121.4039,K8588,173
1053,28.2425,121.1392,K8589,0
1054,28.76667,121.4869,K8601,179
1055,28.75694,121.3186,K8602,68
1056,28.89917,120.9047,K8603,65
1057,28.92889,121.2622,K8604,150
1058,29.00056,121.1142,K8605,94
1059,28.7425,121.1011,K8606,133
1060,28.795,121.1706,K8607,156
1061,28.84,121.2647,K8608,199
1062,28.85222,121.4519,K8609,210
1063,28.83722,121.6631,K8610,47
1064,28.71278,121.6378,K8611,56
1065,28.87944,121.3731,K8613,197
1066,28.95778,121.2133,K8614,142
1067,28.79444,121.1206,K8615,131
1068,28.74611,121.2358,K8616,130
1069,28.90444,121.2022,K8617,0
1070,28.87278,121.0231,K8618,116
1071,28.97889,121.1494,K8619,150
1072,28.80861,121.5797,K8620,85
1073,28.69306,121.5456,K8621,89
1074,28.87167,121.0797,K8622,96
1075,28.98,120.9153,K8623,143
1076,29.01528,120.9958,K8624,78
1077,28.93361,121.0011,K8625,72
1078,28.69,121.0728,K8626,151
1079,28.69111,121.7594,K8627,4
1080,28.91,120.8944,K8628,70
1081,28.80972,121.8475,K8629,102
1082,28.74306,121.8481,K8630,70
1083,28.72917,120.9675,K8640,193
1084,28.77222,121.1153,K8641,114
1085,28.82444,121.2322,K8642,111
1086,29.00028,120.9667,K8643,117
1087,28.89333,121.3694,K8644,145
1088,28.89333,121.3694,K8645,5
1089,28.84833,121.3367,K8646,255
1090,29.00528,121.2608,K8647,197
1091,28.91028,121.4022,K8648,135
1092,28.71361,121.5781,K8649,135
1093,28.71583,121.7297,K8650,44
1094,28.70917,121.7539,K8651,0
1095,28.71806,121.7117,K8652,0
1096,28.78972,120.93333,K8654,0
1097,28.75889,121.5583,K8655,98
1098,28.85194,121.1328,K8661,102
1099,28.43167,121.9033,K8666,0
1100,28.0575,121.2708,K8667,302
1101,28.71278,121.6378,K8681,86
1102,29.26778,120.9864,K8701,269
1103,29.12583,120.7947,K8702,91
1104,29.25833,121.0914,K8703,425
1105,29.09056,121.1014,K8704,128
1106,29.05167,120.7939,K8705,194
1107,29.07055,121.0,K8706,135
1108,29.05917,120.7022,K8707,102
1109,29.14472,120.8625,K8708,87
1110,29.09945,120.8569,K8709,176
1111,29.19722,120.8017,K8710,7
1112,29.17194,121.2222,K8711,261
1113,29.11111,121.1156,K8712,137
1114,29.24306,121.0519,K8713,451
1115,29.06778,121.1947,K8714,120
1116,29.08805,120.8956,K8715,67
1117,29.06944,121.0575,K8716,80
1118,29.135,121.0372,K8717,154
1119,29.28833,120.9108,K8718,0
1120,29.12,121.1022,K8719,161
1121,29.20111,120.8997,K8720,161
1122,29.20694,121.0164,K8721,243
1123,29.02028,120.8761,K8722,170
1124,29.02306,120.77,K8723,217
1125,29.13806,121.0067,K8724,123
1126,29.08805,121.1758,K8725,153
1127,29.07278,120.7303,K8726,107
1128,29.15139,121.1528,K8727,172
1129,29.31056,121.0619,K8728,276
1130,29.22417,121.14,K8729,259
1131,28.97583,120.8189,K8730,186
1132,29.07139,120.8411,K8740,179
1133,29.20361,120.9628,K8741,194
1134,29.09,120.8,K8742,184
1135,29.15,121.21667,K8743,131
1136,29.12,120.86667,K8745,175
1137,29.22639,120.8475,K8746,156
1138,29.115,121.1244,K8747,116
1139,29.13389,120.98,K8759,78
1140,29.28889,120.915,K8770,190
1141,29.05139,120.8411,K8771,196
1142,29.29333,121.1458,K8772,344
1143,29.18444,121.1128,K8773,266
1144,29.21722,120.8017,K8774,150
1145,29.04361,121.3403,K8801,200
1146,28.93806,121.7144,K8802,28
1147,29.16195,121.5706,K8803,125
1148,29.01167,121.5094,K8805,60
1149,28.98389,121.3986,K8806,208
1150,29.05,121.2208,K8807,122
1151,28.8675,121.5128,K8808,165
1152,28.92083,121.4714,K8809,90
1153,29.01389,121.6083,K8810,129
1154,28.97111,121.5808,K8811,100
1155,29.0675,121.4881,K8812,107
1156,28.87583,121.6383,K8813,102
1157,29.07444,121.2789,K8814,87
1158,29.15222,121.4575,K8815,134
1159,29.10389,121.6006,K8816,130
1160,29.07528,121.405,K8817,178
1161,29.0025,121.3147,K8818,143
1162,29.15861,121.3514,K8819,175
1163,29.12361,121.48,K8820,134
1164,28.92694,121.5833,K8821,80
1165,29.15083,121.3683,K8822,157
1166,29.10861,121.5767,K8823,138
1167,29.00889,121.4683,K8824,144
1168,29.06667,121.6792,K8825,20
1169,28.89111,121.6617,K8826,54
1170,28.89111,121.6617,K8827,67
1171,29.02444,121.3881,K8828,271
1172,29.05445,121.2419,K8829,112
1173,29.16195,121.5706,K8830,134
1174,29.04917,121.4242,K8840,242
1175,29.11806,121.5811,K8841,18
1176,28.72556,120.5786,K8901,36
1177,28.72889,120.4772,K8902,37
1178,28.71806,120.7936,K8903,160
1179,28.94639,120.7519,K8904,0
1180,28.62139,120.7147,K8905,136
1181,28.78889,120.8575,K8906,230
1182,28.85028,120.5117,K8907,67
1183,28.66389,120.6708,K8908,175
1184,28.895,120.6228,K8909,118
1185,28.69833,120.3353,K8910,98
1186,28.67194,120.5706,K8911,88
1187,28.57361,120.3961,K8912,153
1188,28.645,120.4797,K8913,81
1189,28.61611,120.7961,K8914,227
1190,28.77722,120.7242,K8915,64
1191,28.56083,120.3333,K8916,93
1192,28.83972,120.8778,K8917,37
1193,28.72583,120.5208,K8918,35
1194,28.76056,120.775,K8919,153
1195,28.77944,120.4283,K8920,34
1196,28.63111,120.4019,K8921,56
1197,28.87944,120.8328,K8922,66
1198,28.54944,120.5878,K8923,82
1199,28.87833,120.6025,K8924,99
1200,28.825,120.7467,K8925,37
1201,28.69833,120.4433,K8926,26
1202,28.87278,120.7306,K8927,116
1203,28.81194,120.6328,K8928,58
1204,28.775,120.5811,K8929,50
1205,28.60417,120.6542,K8942,128
1206,28.59222,120.5281,K8943,165
1207,28.91639,120.7275,K8945,157
1208,28.63917,120.6425,K8946,122
1209,28.78306,120.5061,K8947,39
1210,28.64528,120.4169,K8948,62
1211,28.62583,120.8078,K8949,183
1212,28.64278,120.8931,K8982,0
1213,28.65472,121.4189,K8001,68
1214,28.71889,121.9156,K8002,39
1215,28.638986,121.3521,K8003,24
1216,29.15,120.95,K8082,0
1217,28.67805,121.4467,K8101,86
1218,28.69667,121.4897,K8103,105
1219,28.75389,121.4047,K8104,148
1220,28.70806,121.3967,K8106,136
1221,28.59306,121.4592,K8107,125
1222,28.73028,121.4508,K8108,150
1223,28.61944,121.5092,K8109,129
1224,28.49639,121.9056,K8110,139
1225,28.69444,121.4744,K8111,38
1226,28.66417,121.4556,K8112,116
1227,28.64,121.5019,K8113,37
1228,28.61722,121.522441,K8114,145
1229,28.59028,121.3997,K8115,83
1230,28.60861,121.8156,K8116,230
1231,28.45333,121.8894,K8117,0
1232,28.68333,121.375,K8118,100
1233,28.67805,121.5119,K8120,0
1234,28.70583,121.4325,K8191,128
1235,28.6525,121.28,K8201,151
1236,28.59167,120.9753,K8202,250
1237,28.54806,121.1744,K8203,236
1238,28.61028,121.0614,K8204,374
1239,28.67417,121.1369,K8205,350
1240,28.53583,120.9131,K8206,166
1241,28.65211,121.01093,K8208,341
1242,28.60583,120.8744,K8209,339
1243,28.515366,121.008268,K8210,394
1244,28.6903,121.3275,K8212,137
1245,28.54972,121.2781,K8213,57
1246,28.58444,121.2314,K8214,69
1247,28.68139,121.2067,K8215,147
1248,28.595,121.1314,K8216,331
1249,28.63222,121.1736,K8217,140
1250,28.66945,121.2539,K8218,152
1251,28.5981,120.92483,K8219,261
1252,28.63056,121.0978,K8220,405
1253,28.53806,121.0739,K8221,457
1254,28.58417,120.7997,K8222,388
1255,28.53722,120.9522,K8225,270
1256,28.62472,121.2397,K8226,1
1257,28.6125,121.2672,K8227,69
1258,28.70555,121.3256,K8228,123
1259,28.59833,120.82,K8270,265
1260,28.50778,120.8914,K8271,353
1261,28.52722,120.9522,K8272,234
1262,28.48611,121.0247,K8274,661
1263,28.58167,120.9753,K8282,249
1264,28.64278,121.1564,K8283,202
1265,28.57528,121.3503,K8301,72
1266,28.52778,121.4456,K8302,57
1267,28.51583,121.4972,K8303,133
1268,28.48386,121.62174,K8304,51
1269,28.52611,121.5967,K8305,199
1270,28.58556,121.3344,K8306,82
1271,28.55528,121.4222,K8307,91
1272,28.51194,121.4036,K8308,62
1273,28.55445,121.4694,K8309,55
1274,28.54861,121.3681,K8310,56
1275,28.56083,121.33,K8311,60
1276,28.50805,121.5872,K8312,144
1277,28.56807,121.51892,K8313,131
1278,28.48389,121.6217,K8314,51
1279,28.56139,121.5944,K8315,79
1280,28.55056,121.6422,K8316,185
1281,28.61778,121.3067,K8317,116
1282,28.56417,121.3083,K8318,54
1283,28.56139,121.5944,K8319,101
1284,28.45833,121.6653,K8320,28
1285,28.52889,121.3761,K8321,50
1286,28.55556,121.5392,K8322,89
1287,28.34945,121.4606,K8401,152
1288,28.52972,121.3078,K8402,57
1289,28.49111,121.2411,K8403,127
1290,28.37111,121.5664,K8404,257
1291,28.32472,121.2611,K8405,0
1292,28.4475,121.3258,K8406,106
1293,28.24639,121.6039,K8407,221
1294,28.47806,121.4594,K8408,71
1295,28.42222,121.6081,K8409,26
1296,28.28611,121.3994,K8410,244
1297,28.38389,121.3003,K8411,180
1298,28.39889,121.5228,K8412,178
1299,28.45056,121.5589,K8413,143
1300,28.49917,121.2019,K8414,126
1301,28.4125,121.6617,K8415,120
1302,28.41556,121.4511,K8416,96
1303,28.42056,121.2528,K8417,244
1304,28.32583,121.6189,K8419,256
1305,28.36194,121.2825,K8420,244
1306,28.32944,121.3311,K8421,254
1307,28.48222,121.3236,K8422,130
1308,28.41195,121.3767,K8423,101
1309,28.45722,121.3997,K8424,85
1310,28.23111,121.6356,K8425,60
1311,28.41111,121.5644,K8426,122
1312,28.46889,121.2619,K8427,79
1313,28.48944,121.3794,K8429,51
1314,28.39,121.3681,K8430,147
1315,28.49694,121.3361,K8441,88
1316,28.43611,121.4358,K8442,101
1317,28.48944,121.4331,K8443,66
1318,28.345,121.4997,K8444,147
1319,28.43167,121.6581,K8445,61
1320,28.325,121.4075,K8446,192
1321,28.32778,121.4594,K8447,20
1322,28.30389,121.6469,K8448,185
1323,28.48333,121.56667,K8452,-9999
1324,28.25694,121.2867,K8501,753
1325,28.16639,121.3717,K8502,429
1326,28.24389,121.3803,K8503,306
1327,28.21,121.1575,K8504,254
1328,28.12556,121.2369,K8505,312
1329,28.09222,121.4039,K8506,168
1330,28.09167,121.2042,K8507,219
1331,28.08583,121.52,K8508,103
1332,28.08833,121.1528,K8509,138
1333,28.19611,121.3092,K8510,298
1334,28.19833,121.2414,K8511,165
1335,28.21694,121.3014,K8512,579
1336,28.10611,121.36417,K8513,115
1337,28.27833,121.2453,K8515,749
1338,28.10306,121.1358,K8517,11
1339,28.22667,121.3333,K8518,515
1340,28.24806,121.2539,K8520,547
1341,28.31528,121.3458,K8521,235
1342,28.195,121.2103,K8522,269
1343,28.1333,121.1333,K8526,0
1344,28.11917,121.1981,K8527,171
1345,28.2425,121.1392,K8528,0
1346,28.22222,121.3753,K8530,484
1347,28.22222,121.3753,K8580,484
1348,28.31528,121.3458,K8581,235
1349,28.10611,121.36417,K8582,126
1350,28.10556,121.2369,K8583,359
1351,28.19833,121.2414,K8584,245
1352,28.09167,121.2042,K8585,429
1353,28.21,121.1575,K8586,254
1354,28.08583,121.52,K8587,93
1355,28.09222,121.4039,K8588,168
1356,28.2425,121.1392,K8589,0
1357,28.76667,121.4869,K8601,203
1358,28.75694,121.3186,K8602,1
1359,28.89917,120.9047,K8603,80
1360,28.92889,121.2622,K8604,225
1361,29.00056,121.1142,K8605,109
1362,28.7425,121.1011,K8606,251
1363,28.795,121.1706,K8607,170
1364,28.84,121.2647,K8608,280
1365,28.85222,121.4519,K8609,212
1366,28.83722,121.6631,K8610,45
1367,28.71278,121.6378,K8611,58
1368,28.87944,121.3731,K8613,182
1369,28.95778,121.2133,K8614,179
1370,28.79444,121.1206,K8615,192
1371,28.74611,121.2358,K8616,223
1372,28.90444,121.2022,K8617,0
1373,28.87278,121.0231,K8618,148
1374,28.97889,121.1494,K8619,225
1375,28.80861,121.5797,K8620,130
1376,28.69306,121.5456,K8621,61
1377,28.87167,121.0797,K8622,150
1378,28.98,120.9153,K8623,122
1379,29.01528,120.9958,K8624,89
1380,28.93361,121.0011,K8625,121
1381,28.69,121.0728,K8626,371
1382,28.69111,121.7594,K8627,8
1383,28.91,120.8944,K8628,78
1384,28.80972,121.8475,K8629,114
1385,28.74306,121.8481,K8630,35
1386,28.72917,120.9675,K8640,304
1387,28.77222,121.1153,K8641,154
1388,28.82444,121.2322,K8642,174
1389,29.00028,120.9667,K8643,109
1390,28.89333,121.3694,K8644,230
1391,28.89333,121.3694,K8645,4
1392,28.84833,121.3367,K8646,245
1393,29.00528,121.2608,K8647,240
1394,28.91028,121.4022,K8648,269
1395,28.71361,121.5781,K8649,154
1396,28.71583,121.7297,K8650,87
1397,28.70917,121.7539,K8651,0
1398,28.71806,121.7117,K8652,0
1399,28.78972,120.93333,K8654,0
1400,28.75889,121.5583,K8655,137
1401,28.85194,121.1328,K8661,149
1402,28.43167,121.9033,K8666,0
1403,28.0575,121.2708,K8667,209
1404,28.71278,121.6378,K8681,94
1405,29.26778,120.9864,K8701,191
1406,29.12583,120.7947,K8702,94
1407,29.25833,121.0914,K8703,303
1408,29.09056,121.1014,K8704,103
1409,29.05167,120.7939,K8705,147
1410,29.07055,121.0,K8706,89
1411,29.05917,120.7022,K8707,112
1412,29.14472,120.8625,K8708,65
1413,29.09945,120.8569,K8709,136
1414,29.19722,120.8017,K8710,8
1415,29.17194,121.2222,K8711,219
1416,29.11111,121.1156,K8712,112
1417,29.24306,121.0519,K8713,314
1418,29.06778,121.1947,K8714,108
1419,29.08805,120.8956,K8715,69
1420,29.06944,121.0575,K8716,82
1421,29.135,121.0372,K8717,100
1422,29.28833,120.9108,K8718,0
1423,29.12,121.1022,K8719,121
1424,29.20111,120.8997,K8720,77
1425,29.20694,121.0164,K8721,156
1426,29.02028,120.8761,K8722,141
1427,29.02306,120.77,K8723,207
1428,29.13806,121.0067,K8724,87
1429,29.08805,121.1758,K8725,132
1430,29.07278,120.7303,K8726,116
1431,29.15139,121.1528,K8727,156
1432,29.31056,121.0619,K8728,241
1433,29.22417,121.14,K8729,215
1434,28.97583,120.8189,K8730,178
1435,29.07139,120.8411,K8740,151
1436,29.20361,120.9628,K8741,107
1437,29.09,120.8,K8742,144
1438,29.15,121.21667,K8743,181
1439,29.12,120.86667,K8745,139
1440,29.22639,120.8475,K8746,115
1441,29.115,121.1244,K8747,89
1442,29.13389,120.98,K8759,64
1443,29.28889,120.915,K8770,198
1444,29.05139,120.8411,K8771,164
1445,29.29333,121.1458,K8772,266
1446,29.18444,121.1128,K8773,238
1447,29.21722,120.8017,K8774,114
1448,29.04361,121.3403,K8801,251
1449,28.93806,121.7144,K8802,45
1450,29.16195,121.5706,K8803,239
1451,29.01167,121.5094,K8805,66
1452,28.98389,121.3986,K8806,332
1453,29.05,121.2208,K8807,130
1454,28.8675,121.5128,K8808,152
1455,28.92083,121.4714,K8809,234
1456,29.01389,121.6083,K8810,109
1457,28.97111,121.5808,K8811,105
1458,29.0675,121.4881,K8812,73
1459,28.87583,121.6383,K8813,72
1460,29.07444,121.2789,K8814,81
1461,29.15222,121.4575,K8815,146
1462,29.10389,121.6006,K8816,109
1463,29.07528,121.405,K8817,123
1464,29.0025,121.3147,K8818,206
1465,29.15861,121.3514,K8819,143
1466,29.12361,121.48,K8820,114
1467,28.92694,121.5833,K8821,182
1468,29.15083,121.3683,K8822,133
1469,29.10861,121.5767,K8823,116
1470,29.00889,121.4683,K8824,191
1471,29.06667,121.6792,K8825,9
1472,28.89111,121.6617,K8826,103
1473,28.89111,121.6617,K8827,95
1474,29.02444,121.3881,K8828,239
1475,29.05445,121.2419,K8829,110
1476,29.16195,121.5706,K8830,250
1477,29.04917,121.4242,K8840,260
1478,29.11806,121.5811,K8841,18
1479,28.72556,120.5786,K8901,65
1480,28.72889,120.4772,K8902,41
1481,28.71806,120.7936,K8903,205
1482,28.94639,120.7519,K8904,0
1483,28.62139,120.7147,K8905,156
1484,28.78889,120.8575,K8906,222
1485,28.85028,120.5117,K8907,92
1486,28.66389,120.6708,K8908,194
1487,28.895,120.6228,K8909,138
1488,28.69833,120.3353,K8910,117
1489,28.67194,120.5706,K8911,121
1490,28.57361,120.3961,K8912,152
1491,28.645,120.4797,K8913,127
1492,28.61611,120.7961,K8914,253
1493,28.77722,120.7242,K8915,91
1494,28.56083,120.3333,K8916,75
1495,28.83972,120.8778,K8917,54
1496,28.72583,120.5208,K8918,53
1497,28.76056,120.775,K8919,131
1498,28.77944,120.4283,K8920,70
1499,28.63111,120.4019,K8921,42
1500,28.87944,120.8328,K8922,75
1501,28.54944,120.5878,K8923,136
1502,28.87833,120.6025,K8924,134
1503,28.825,120.7467,K8925,47
1504,28.69833,120.4433,K8926,32
1505,28.87278,120.7306,K8927,104
1506,28.81194,120.6328,K8928,60
1507,28.775,120.5811,K8929,73
1508,28.60417,120.6542,K8942,166
1509,28.59222,120.5281,K8943,197
1510,28.91639,120.7275,K8945,155
1511,28.63917,120.6425,K8946,159
1512,28.78306,120.5061,K8947,48
1513,28.64528,120.4169,K8948,53
1514,28.62583,120.8078,K8949,289
1515,28.64278,120.8931,K8982,0
1516,28.65472,121.4189,K8001,99
1517,28.71889,121.9156,K8002,18
1518,28.638986,121.3521,K8003,67
