IIiii,lat,lon,RR
K1203,30.449999999999996,120.08333333333334,56.857142857142854
K1204,30.48333333333334,120.29999999999998,55.285714285714285
K1205,30.400000000000002,120.25,57.285714285714285
K1206,30.416666666666664,120.18333333333337,62.57142857142857
K1207,30.416666666666664,120.29999999999998,54.142857142857146
K1208,30.433333333333334,119.91666666666666,81.28571428571429
K1209,30.36666666666667,120.28333333333332,57.57142857142857
K1210,30.38333333333333,120.04999999999998,59.142857142857146
K1211,30.26666666666666,120.03333333333332,60.0
K1212,30.23333333333334,119.91666666666666,67.0
K1213,30.316666666666666,120.5,76.71428571428571
K1214,30.23333333333334,120.43333333333337,55.57142857142857
K1215,30.166666666666664,120.38333333333334,72.14285714285714
K1216,29.916666666666664,120.13333333333334,70.0
K1217,30.166666666666664,120.51666666666667,67.85714285714286
K1218,30.283333333333335,120.41666666666666,77.57142857142857
K1219,30.23333333333334,120.33333333333334,46.57142857142857
K1220,30.216666666666665,120.26666666666667,83.14285714285714
K1221,30.11666666666667,120.23333333333333,0.0
K1222,30.13333333333333,120.16666666666666,70.14285714285714
K1223,29.98333333333334,120.13333333333334,85.57142857142857
K1224,30.199999999999996,120.41666666666666,28.571428571428573
K1225,29.949999999999996,120.29999999999998,67.0
K1226,30.066666666666666,120.16666666666666,67.71428571428571
K1227,30.150000000000002,120.31666666666663,69.71428571428571
K1228,30.300000000000004,120.45000000000002,77.0
K1229,30.23333333333334,120.53333333333332,80.57142857142857
K1230,29.949999999999996,119.66666666666666,60.0
K1231,29.86666666666667,120.03333333333332,81.0
K1232,29.933333333333334,119.93333333333337,134.71428571428572
K1233,30.0,119.54999999999998,56.57142857142857
K1234,30.099999999999998,119.64999999999999,73.0
K1235,30.083333333333336,119.53333333333332,58.714285714285715
K1236,30.166666666666664,119.56666666666663,59.714285714285715
K1237,30.033333333333335,120.11666666666666,108.85714285714286
K1238,29.916666666666664,119.95000000000002,96.85714285714286
K1239,30.066666666666666,120.03333333333332,65.0
K1240,30.01666666666666,119.98333333333333,70.85714285714286
K1241,30.033333333333335,120.03333333333332,82.0
K1242,29.900000000000002,119.81666666666663,62.142857142857146
K1243,30.333333333333336,118.96666666666668,39.714285714285715
K1244,30.23333333333334,118.98333333333333,78.14285714285714
K1245,30.066666666666666,119.10000000000001,50.57142857142857
K1246,30.099999999999998,118.96666666666668,32.42857142857143
K1247,30.13333333333333,119.03333333333332,36.714285714285715
K1248,30.199999999999996,119.18333333333337,32.857142857142854
K1249,30.300000000000004,119.29999999999998,26.714285714285715
K1250,30.25,119.31666666666663,34.857142857142854
K1251,30.13333333333333,119.31666666666663,60.714285714285715
K1252,30.216666666666665,119.83333333333334,75.28571428571429
K1253,30.25,119.61666666666666,57.285714285714285
K1254,30.166666666666664,119.70000000000002,75.57142857142857
K1255,30.183333333333334,119.29999999999998,48.0
K1256,30.13333333333333,118.96666666666668,27.142857142857142
K1257,30.283333333333335,119.03333333333332,100.28571428571429
K1258,30.25,118.95000000000002,56.714285714285715
K1259,30.0,119.41666666666666,43.0
K1260,30.26666666666666,119.39999999999999,31.571428571428573
K1261,30.11666666666667,119.73333333333333,88.42857142857143
K1262,30.150000000000002,119.06666666666663,29.714285714285715
K1263,29.48333333333334,119.63333333333334,41.42857142857143
K1264,29.449999999999996,119.66666666666666,46.57142857142857
K1265,29.48333333333334,119.70000000000002,55.714285714285715
K1266,29.650000000000002,119.39999999999999,40.285714285714285
K1267,29.216666666666665,119.0,15.142857142857142
K1268,29.316666666666666,119.11666666666666,15.285714285714286
K1269,29.416666666666664,119.14999999999999,42.857142857142854
K1270,29.26666666666666,119.14999999999999,28.142857142857142
K1271,29.75,119.36666666666666,70.57142857142857
K1272,29.699999999999996,119.56666666666663,58.42857142857143
K1273,29.38333333333333,119.46666666666668,22.428571428571427
K1274,29.449999999999996,119.41666666666666,34.142857142857146
K1275,29.533333333333335,119.48333333333333,33.714285714285715
K1276,29.51666666666666,119.33333333333334,22.714285714285715
K1277,29.283333333333335,119.26666666666667,29.0
K1278,29.783333333333335,119.5,72.0
K1279,29.900000000000002,119.38333333333334,45.142857142857146
K1280,29.966666666666665,119.33333333333334,38.285714285714285
K1281,29.966666666666665,119.35000000000001,31.0
K1282,29.849999999999998,119.31666666666663,53.57142857142857
K1283,29.916666666666664,119.64999999999999,65.71428571428571
K1284,29.966666666666665,119.53333333333332,77.57142857142857
K1285,29.800000000000004,119.56666666666663,56.42857142857143
K1286,29.916666666666664,119.23333333333333,41.857142857142854
K1287,29.783333333333335,119.81666666666663,138.28571428571428
K1288,29.76666666666666,119.56666666666663,71.57142857142857
K1289,29.400000000000002,118.73333333333333,0.0
K1290,29.466666666666665,118.58333333333334,18.857142857142858
K1291,29.38333333333333,118.86666666666666,75.0
K1292,29.466666666666665,118.98333333333333,46.57142857142857
K1293,29.583333333333336,118.91666666666666,21.714285714285715
K1294,29.36666666666667,118.76666666666667,35.0
K1295,29.5,118.54999999999998,14.142857142857142
K1296,29.283333333333335,118.61666666666666,34.0
K1297,29.63333333333333,118.60000000000001,23.428571428571427
K1298,29.699999999999996,118.73333333333333,16.142857142857142
K1299,29.400000000000002,118.93333333333337,46.142857142857146
K1300,29.933333333333334,119.16666666666666,41.42857142857143
K1301,29.916666666666664,118.96666666666668,18.571428571428573
K1302,29.966666666666665,118.98333333333333,28.0
K1303,29.400000000000002,119.03333333333332,30.714285714285715
K1304,29.800000000000004,118.89999999999999,24.571428571428573
K1305,29.816666666666666,118.81666666666663,18.857142857142858
K1306,29.783333333333335,119.23333333333333,55.285714285714285
K1307,29.48333333333334,118.38333333333334,11.714285714285714
K1308,29.583333333333336,118.68333333333337,16.571428571428573
K1309,29.783333333333335,118.98333333333333,25.142857142857142
K1311,29.51666666666666,118.76666666666667,19.0
K1312,29.833333333333336,119.14999999999999,43.142857142857146
K1313,29.666666666666664,119.28333333333332,63.857142857142854
K1314,29.699999999999996,118.93333333333337,15.571428571428571
K1315,29.683333333333334,118.70000000000002,14.142857142857142
K1316,29.583333333333336,118.85000000000001,19.714285714285715
K1317,29.36666666666667,118.78333333333332,34.0
K1319,29.63333333333333,119.13333333333334,39.142857142857146
K1320,29.36666666666667,118.63333333333334,26.285714285714285
K1321,29.61666666666667,118.68333333333337,17.571428571428573
K1322,29.36666666666667,118.58333333333334,28.142857142857142
K1323,29.583333333333336,118.85000000000001,19.428571428571427
K1324,29.716666666666665,119.0,21.571428571428573
K1325,29.916666666666664,119.08333333333334,36.142857142857146
K1326,29.73333333333334,118.91666666666666,23.428571428571427
K1327,29.51666666666666,118.43333333333337,17.285714285714285
K1328,29.716666666666665,119.26666666666667,56.57142857142857
K1329,29.433333333333334,118.89999999999999,71.57142857142857
K1330,29.316666666666666,118.71666666666668,42.142857142857146
K1331,29.316666666666666,118.56666666666663,13.714285714285714
K1332,29.416666666666668,118.51666666666667,23.166666666666668
K1333,29.533333333333335,118.76666666666667,19.285714285714285
K1334,29.38333333333333,118.43333333333337,18.571428571428573
K1335,29.666666666666664,118.76666666666667,16.857142857142858
K1336,29.76666666666666,119.06666666666663,26.714285714285715
K1337,29.800000000000004,118.75,0.0
K1338,29.63333333333333,118.81666666666663,11.285714285714286
K1339,29.833333333333336,119.03333333333332,23.428571428571427
K1340,29.76666666666666,119.01666666666667,24.857142857142858
K1341,29.699999999999996,118.98333333333333,19.0
K1342,29.73333333333334,118.75,16.0
K1343,29.666666666666664,119.0,18.142857142857142
K1344,29.916666666666664,118.86666666666666,13.571428571428571
K1346,29.51666666666666,119.03333333333332,32.142857142857146
K1347,29.5,118.93333333333337,38.857142857142854
K1349,29.933333333333334,118.98333333333333,26.857142857142858
K1350,29.48333333333334,119.13333333333334,30.0
K1351,29.216666666666665,118.66666666666666,42.0
K1352,29.316666666666666,118.64999999999999,32.142857142857146
K1353,29.466666666666665,118.76666666666667,0.0
K1354,29.316666666666666,118.81666666666663,59.0
K1355,29.833333333333336,118.98333333333333,9.571428571428571
K1356,29.800000000000004,119.13333333333334,29.428571428571427
K1357,30.0,119.03333333333332,26.857142857142858
K1358,29.550000000000004,118.71666666666668,20.857142857142858
K1359,29.966666666666665,118.89999999999999,33.57142857142857
K1360,29.86666666666667,118.91666666666666,17.571428571428573
K1362,29.61666666666667,119.21666666666668,50.0
K1363,29.583333333333336,118.96666666666668,15.0
K1364,29.466666666666665,118.68333333333337,15.0
K1365,29.51666666666666,118.61666666666666,21.285714285714285
K1366,29.51666666666666,119.14999999999999,26.571428571428573
K1367,29.566666666666666,119.23333333333333,21.142857142857142
K1368,29.599999999999998,119.16666666666666,25.142857142857142
K1369,29.416666666666664,118.63333333333334,29.714285714285715
K1370,29.416666666666664,118.81666666666663,42.142857142857146
K1401,30.349999999999998,119.85000000000001,48.42857142857143
K1402,30.416666666666664,119.91666666666666,75.14285714285714
K1403,30.316666666666666,119.81666666666663,62.57142857142857
K1404,30.416666666666664,120.01666666666667,63.0
K1405,30.283333333333335,119.85000000000001,55.714285714285715
K1406,30.183333333333334,119.95000000000002,90.57142857142857
K1407,30.36666666666667,120.0,54.714285714285715
K1408,30.433333333333334,120.21666666666668,57.142857142857146
K1409,30.48333333333334,120.13333333333334,52.42857142857143
K1410,30.533333333333335,119.76666666666667,49.42857142857143
K1411,30.48333333333334,119.76666666666667,60.714285714285715
K1412,30.48333333333334,119.71666666666668,64.14285714285714
K1413,30.48333333333334,119.83333333333334,64.42857142857143
K1414,30.433333333333334,119.83333333333334,55.714285714285715
K1415,30.466666666666665,119.76666666666667,44.0
K1417,30.433333333333334,120.29999999999998,34.57142857142857
K1418,30.283333333333335,119.98333333333333,72.57142857142857
K1419,30.416666666666664,120.06666666666663,66.42857142857143
K1420,30.5,120.26666666666667,39.42857142857143
K1421,30.216666666666665,119.93333333333337,66.0
K1422,30.349999999999998,119.96666666666668,58.42857142857143
K1423,30.36666666666667,119.88333333333334,49.57142857142857
K1424,30.433333333333334,119.78333333333332,42.714285714285715
K1441,30.23333333333334,119.13333333333334,46.0
K1442,30.216666666666665,119.56666666666663,57.57142857142857
K1443,30.283333333333335,119.68333333333337,53.714285714285715
K1444,30.183333333333334,119.43333333333337,52.0
K1445,30.36666666666667,119.58333333333334,104.0
K1446,30.349999999999998,119.41666666666666,53.285714285714285
K1448,30.316666666666666,119.73333333333333,60.714285714285715
K1451,30.26666666666666,120.20000000000002,61.0
K1452,30.349999999999998,120.21666666666668,53.142857142857146
K1453,30.300000000000004,120.18333333333337,65.28571428571429
K1454,30.333333333333336,120.18333333333337,53.714285714285715
K1455,30.216666666666665,120.18333333333337,70.14285714285714
K1456,30.36666666666667,120.06666666666663,57.857142857142854
K1458,30.283333333333335,120.11666666666666,59.142857142857146
K1459,30.300000000000004,120.11666666666666,64.42857142857143
K1460,30.300000000000004,120.08333333333334,53.714285714285715
K1461,30.26666666666666,120.08333333333334,61.857142857142854
K1462,30.333333333333336,120.10000000000001,66.0
K1463,30.316666666666666,120.23333333333333,59.0
K1464,30.333333333333336,120.31666666666663,70.57142857142857
K1465,30.283333333333335,120.20000000000002,52.42857142857143
K1466,30.25,120.18333333333337,62.142857142857146
K1467,30.283333333333335,120.14999999999999,59.0
K1468,30.23333333333334,120.13333333333334,69.0
K1470,30.333333333333336,120.13333333333334,57.42857142857143
K1472,30.150000000000002,120.08333333333334,73.28571428571429
K1473,30.216666666666665,120.16666666666666,65.71428571428571
K1474,30.183333333333334,120.28333333333332,79.14285714285714
K1476,30.23333333333334,120.04999999999998,76.42857142857143
K1477,30.183333333333334,119.93333333333337,93.57142857142857
K1478,30.199999999999996,119.98333333333333,101.85714285714286
K1479,30.283333333333335,120.04999999999998,64.85714285714286
K1499,30.25,120.29999999999998,61.285714285714285
K1500,30.099999999999998,120.16999999999999,72.42857142857143
K1602,30.283333333333335,119.11666666666666,127.57142857142857
K1607,30.183333333333334,119.38333333333334,50.285714285714285
K1609,30.300000000000004,118.88333333333334,45.285714285714285
K1610,30.033333333333335,119.16666666666666,52.714285714285715
K1611,30.333333333333336,119.75,48.714285714285715
K1612,30.033333333333335,118.88333333333334,41.142857142857146
K1613,30.23333333333334,119.81666666666663,59.285714285714285
K1614,30.400000000000002,119.5,129.71428571428572
K1615,30.050000000000004,119.03333333333332,47.285714285714285
K1616,30.25,119.51666666666667,48.714285714285715
K1617,30.199999999999996,119.64999999999999,72.14285714285714
K1618,30.083333333333336,119.20000000000002,46.285714285714285
K1619,30.033333333333335,119.0,70.71428571428571
K1620,30.283333333333335,119.21666666666668,11.0
K1621,30.13333333333333,120.21666666666668,89.42857142857143
K1622,30.150000000000002,120.21666666666668,63.57142857142857
K1623,30.183333333333334,120.58333333333334,57.57142857142857
K1625,30.23333333333334,120.60000000000001,66.71428571428571
K1626,29.949999999999996,120.25,69.71428571428571
K1627,29.88333333333333,120.10000000000001,79.0
K1628,29.98333333333334,120.35000000000001,44.57142857142857
K1629,29.98333333333334,120.21666666666668,70.85714285714286
K1630,30.033333333333335,120.18333333333337,87.28571428571429
K1631,29.966666666666665,120.10000000000001,109.28571428571429
K1632,29.966666666666665,120.26666666666667,86.85714285714286
K1633,30.26666666666666,120.68333333333337,72.42857142857143
K1634,30.36666666666667,120.56666666666663,46.42857142857143
K1635,30.283333333333335,120.48333333333333,70.0
K1636,30.36666666666667,120.43333333333337,60.142857142857146
K1637,30.316666666666666,120.68333333333337,8.571428571428571
K1638,30.316666666666666,120.41666666666666,61.714285714285715
K1640,30.23333333333334,120.21666666666668,60.42857142857143
K1641,29.849999999999998,119.58333333333334,49.857142857142854
K1642,29.816666666666666,119.33333333333334,79.0
K1643,29.783333333333335,119.73333333333333,116.28571428571429
K1644,29.833333333333336,119.66666666666666,61.57142857142857
K1645,29.966666666666665,119.5,50.857142857142854
K1646,29.849999999999998,119.83333333333334,81.14285714285714
K1649,29.73333333333334,119.61666666666666,63.714285714285715
K1650,29.783333333333335,119.61666666666666,30.714285714285715
K1651,29.88333333333333,119.48333333333333,59.0
K1652,29.900000000000002,119.60000000000001,62.142857142857146
K1653,29.849999999999998,119.71666666666668,45.0
K1654,29.849999999999998,119.25,58.285714285714285
K1655,29.966666666666665,119.60000000000001,48.42857142857143
K1656,29.816666666666666,119.53333333333332,57.142857142857146
K1657,29.98333333333334,119.26666666666667,57.285714285714285
K1658,29.683333333333334,119.68333333333337,124.28571428571429
K1661,29.283333333333335,119.01666666666667,15.285714285714286
K1662,29.283333333333335,119.08333333333334,15.857142857142858
K1663,29.433333333333334,119.31666666666663,41.857142857142854
K1664,29.400000000000002,119.58333333333334,31.142857142857142
K1665,29.666666666666664,119.58333333333334,77.42857142857143
K1667,29.36666666666667,119.21666666666668,38.0
K1668,29.61666666666667,119.48333333333333,34.714285714285715
K1669,29.533333333333335,119.36666666666666,25.428571428571427
K1670,29.466666666666665,119.53333333333332,24.857142857142858
K1671,29.433333333333334,119.25,23.285714285714285
K1672,29.316666666666666,119.03333333333332,18.285714285714285
K1673,29.583333333333336,119.41666666666666,30.571428571428573
K1674,29.23333333333334,119.16666666666666,22.142857142857142
K1675,29.63333333333333,119.56666666666663,67.85714285714286
K1676,29.73333333333334,119.46666666666668,68.57142857142857
K1677,29.699999999999996,119.38333333333334,53.857142857142854
K1678,29.73333333333334,119.53333333333332,107.28571428571429
K1680,29.48333333333334,119.46666666666668,26.571428571428573
K1681,30.01666666666666,119.66666666666666,0.0
K1683,29.783333333333335,119.86666666666666,144.57142857142858
K1684,30.11666666666667,119.91666666666666,73.71428571428571
K1685,29.88333333333333,119.68333333333337,78.14285714285714
K1686,29.98333333333334,119.83333333333334,75.57142857142857
K1687,29.88333333333333,119.89999999999999,100.42857142857143
K1688,30.066666666666666,119.68333333333337,81.0
K1689,29.783333333333335,119.98333333333333,131.0
K1690,29.900000000000002,120.06666666666663,78.42857142857143
K1691,29.98333333333334,119.66666666666666,58.857142857142854
K1692,30.083333333333336,119.58333333333334,37.285714285714285
K1693,30.01666666666666,119.75,58.0
K1694,30.033333333333335,120.08333333333334,104.71428571428571
K1695,30.11666666666667,119.48333333333333,49.857142857142854
K1696,30.0,119.98333333333333,83.28571428571429
K1697,30.050000000000004,119.88333333333334,53.857142857142854
K1699,29.933333333333334,119.73333333333333,80.85714285714286
K1700,30.13333333333333,119.91666666666666,122.57142857142857
K1701,30.26666666666666,120.26666666666667,68.57142857142857
K1721,29.533333333333335,119.61666666666666,64.85714285714286
K1724,29.48333333333334,119.20000000000002,34.142857142857146
K1725,29.333333333333336,119.06666666666663,0.0
K1728,29.533333333333335,119.53333333333332,30.142857142857142
K1730,29.38333333333333,119.08333333333334,40.857142857142854
K1752,29.699999999999996,119.83333333333334,72.85714285714286
K1810,30.216666666666665,120.08333333333334,0.0
K1811,30.26666666666666,120.13333333333334,45.0
K1812,30.199999999999996,120.10000000000001,38.0
K1912,30.13333333333333,120.11666666666666,0.0
K2101,30.066666666666666,121.51666666666667,113.14285714285714
K2102,29.900000000000002,121.96666666666668,72.85714285714286
K2111,29.86666666666667,121.53333333333332,117.71428571428571
K2112,29.900000000000002,121.53333333333332,71.57142857142857
K2117,29.88333333333333,121.5,86.42857142857143
K2119,29.88333333333333,121.53333333333332,99.28571428571429
K2120,29.88333333333333,121.56666666666663,136.57142857142858
K2153,29.86666666666667,121.60000000000001,161.14285714285714
K2155,29.86666666666667,121.58333333333334,68.71428571428571
K2156,29.900000000000002,121.63333333333334,105.28571428571429
K2211,29.900000000000002,121.56666666666663,76.14285714285714
