K8001,28.65472,121.4189,76.375
K8002,28.718889999999995,121.91560000000001,40.625
K8003,28.638985999999996,121.35209999999998,56.25
K8082,29.150000000000002,120.95000000000002,0.0
K8101,28.678049999999992,121.44669999999999,81.5
K8103,28.696670000000005,121.48969999999998,104.75
K8104,28.753890000000006,121.40470000000002,100.125
K8106,28.708059999999996,121.3967,114.25
K8107,28.593060000000005,121.4592,99.375
K8108,28.730279999999997,121.45079999999999,110.625
K8109,28.61944,121.50919999999999,92.875
K8110,28.496389999999998,121.90560000000002,72.0
K8111,28.694439999999993,121.47440000000003,38.75
K8112,28.664170000000006,121.4556,105.875
K8113,28.639999999999993,121.50189999999999,73.75
K8114,28.61722,121.52244099999999,121.5
K8115,28.590280000000003,121.39969999999997,84.875
K8116,28.60861,121.8156,98.25
K8117,28.453329999999998,121.88940000000001,0.0
K8118,28.683330000000005,121.375,109.5
K8120,28.678049999999992,121.51189999999998,0.0
K8191,28.705829999999995,121.4325,111.375
K8201,28.6525,121.27999999999999,130.625
K8202,28.591669999999997,120.97530000000003,233.75
K8203,28.548059999999996,121.1744,199.0
K8204,28.610279999999996,121.06140000000002,218.5
K8205,28.67417,121.13689999999998,216.125
K8206,28.53583,120.9131,234.5
K8207,28.67444,120.9375,108.66666666666667
K8208,28.652109999999997,121.01093000000002,319.25
K8209,28.60583,120.87440000000001,327.75
K8210,28.515366,121.00826800000002,284.25
K8212,28.690300000000004,121.3275,117.25
K8213,28.549720000000004,121.2781,118.875
K8214,28.58444,121.2314,102.5
K8215,28.681389999999997,121.20669999999998,126.25
K8216,28.595,121.1314,243.625
K8217,28.632219999999997,121.17359999999998,133.625
K8218,28.669450000000005,121.25390000000002,129.75
K8219,28.598099999999995,120.92483000000001,333.875
K8220,28.63056,121.0978,227.375
K8221,28.53806,121.0739,336.625
K8222,28.58417,120.79970000000002,378.875
K8223,28.515366,121.00826800000002,0.0
K8225,28.537219999999998,120.95219999999998,266.125
K8226,28.62472,121.23969999999998,74.625
K8227,28.612500000000004,121.2672,131.375
K8228,28.705549999999995,121.3256,105.0
K8270,28.59833,120.81999999999996,285.5
K8271,28.50778,120.89139999999999,274.25
K8272,28.52722,120.95219999999998,251.625
K8274,28.48611,121.02469999999997,404.375
K8282,28.571670000000005,120.97530000000003,255.25
K8283,28.642779999999995,121.15639999999999,160.0
K8301,28.575279999999996,121.35030000000003,97.125
K8302,28.527780000000003,121.4456,69.5
K8303,28.515829999999998,121.4972,100.625
K8304,28.483859999999996,121.62174,38.0
K8305,28.526109999999996,121.59670000000003,140.5
K8306,28.585559999999994,121.33439999999999,98.875
K8307,28.555280000000003,121.42219999999999,91.75
K8308,28.511940000000003,121.4036,86.625
K8309,28.55445,121.46939999999998,65.0
K8310,28.54861,121.36810000000001,94.75
K8311,28.560830000000003,121.33000000000001,98.0
K8312,28.50805,121.58719999999997,115.625
K8313,28.568070000000002,121.51892,103.25
K8314,28.48389,121.62170000000002,41.5
K8315,28.561389999999996,121.59439999999998,78.75
K8316,28.550559999999997,121.6422,93.0
K8317,28.617780000000003,121.30669999999999,120.875
K8318,28.564169999999997,121.30830000000002,99.125
K8319,28.561389999999996,121.59439999999998,88.375
K8320,28.458329999999997,121.6653,27.75
K8321,28.528889999999997,121.37609999999998,90.0
