tTime,RR
2019-08-09 23:00:00,127.75675675675676
2019-08-10 00:00:00,168.75675675675674
2019-08-10 01:00:00,171.3783783783784
2019-08-10 02:00:00,273.18918918918916
2019-08-10 03:00:00,348.4594594594595
2019-08-10 04:00:00,380.3030303030303
2019-08-10 05:00:00,362.64516129032256
2019-08-10 06:00:00,205.55172413793105
2019-08-10 07:00:00,91.35714285714286
2019-08-10 08:00:00,61.111111111111114
2019-08-10 09:00:00,-331.81481481481484
