IIiii,Height,lat,lon,RR,RR_Totle,Z,,
K8412,60,28.39889,121.5228,118.2857143,82.8,6,,
K3298,1280,27.81666667,121.1,118.1428571,82.7,128,,
K8402,2110,28.52972,121.3078,118.1428571,82.7,211,,
K8510,490,28.19611,121.3092,118,82.6,49,,
K2111,40,29.86666667,121.5333333,117.7142857,82.4,4,,
K4266,7720,29.83333333,120.0333333,117.2857143,82.1,772,,
K8812,520,29.0675,121.4881,117.2857143,82.1,52,,
K3101,1690,28.43333333,120.5833333,117,81.9,169,,
K8655,310,28.75889,121.5583,117,81.9,31,,
K3276,830,28.3,120.6666667,116.8571429,81.8,83,,
K8444,110,28.345,121.4997,116.8571429,81.8,11,,
K8419,100,28.32583,121.6189,116.7142857,81.7,10,,
K1643,900,29.78333333,119.7333333,116.2857143,81.4,90,,
K4428,1440,29.75,120.9666667,116.2857143,81.4,144,,
K8317,260,28.61778,121.3067,116.2857143,81.4,26,,
K2745,280,29.53333333,121.5166667,116.1428571,81.3,28,,
K2848,1680,29.48333333,121.3666667,116.1428571,81.3,168,,
K2721,140,29.6,121.7,115.7142857,81,14,,
K2953,60,29.48333333,121.8833333,115.1428571,80.6,6,,
K2543,30,30.31666667,121.1666667,115,80.5,3,,
K9021,2290,28.75,120,115,80.5,229,,
K2913,30,29.56666667,121.7666667,114.7142857,80.3,3,,
K2315,13,29.8,122,114.5714286,80.2,1.3,,
K2732,3630,29.53333333,121.2333333,114.5714286,80.2,363,,
K6033,820,29,119.4166667,114.5714286,80.2,82,,
K6205,2540,28.61666667,119.6833333,114.5714286,80.2,254,,
K8106,60,28.70806,121.3967,114.5714286,80.2,6,,
K2432,50,29.83333333,121.5666667,114.2857143,80,5,,
K3369,6220,28.40611,120.4311,114.2857143,80,622,,
58666,903,28.446,121.90333,114.1428571,79.9,90.3,,
K9129,1800,28.33333333,119.9833333,114.1428571,79.9,180,,
K2927,241,28.88333333,122.25,114,79.8,24.1,,
K8207,7600,28.67444,120.9375,113.5,79.45,760,,
K6181,3350,28.73333333,119.7833333,113.2857143,79.3,335,,
K2101,4190,30.06666667,121.5166667,113.1428571,79.2,419,,
K2722,190,29.58333333,121.5166667,113.1428571,79.2,19,,
K7802,1676,28.05,119.69,113,79.1,167.6,,
K8108,70,28.73028,121.4508,113,79.1,7,,
K4406,3090,29.8,121.0166667,112.8571429,79,309,,
K2527,80,30.26666667,121.25,112.7142857,78.9,8,,
K2723,1310,29.53333333,121.3166667,112.7142857,78.9,131,,
K8504,30,28.21,121.1575,112.5714286,78.8,3,,
K8586,30,28.21,121.1575,112.5714286,78.8,3,,
K2424,960,29.63333333,121.5833333,112.4285714,78.7,96,,
K3352,110,27.93389,121.2172,112.4285714,78.7,11,,
K2856,120,29.21666667,121.5333333,112.2857143,78.6,12,,
K8707,1840,29.05917,120.7022,112.2857143,78.6,184,,
K6023,3170,28.68333333,119.7666667,112.1428571,78.5,317,,
K6083,4910,29.21666667,120.7166667,112.1428571,78.5,491,,
K6258,3810,28.91,120.4,112.1428571,78.5,381,,
K9228,1701,28.05,119.7166667,112,78.4,170.1,,
K1106,310,29.93333333,120.0166667,111.8571429,78.3,31,,
K6102,4010,29.25,120.75,111.7142857,78.2,401,,
K3012,680,28.36666667,120.7333333,111.5714286,78.1,68,,
K8922,710,28.87944,120.8328,111.5714286,78.1,71,,
K5053,210,30.51666667,119.4666667,111.4285714,78,21,,
K9548,530,30.06666667,121.8166667,111.4285714,78,53,,
K2433,50,29.83333333,121.5333333,111.2857143,77.9,5,,
K8313,60,28.56807,121.51892,111.1428571,77.8,6,,
K8774,3880,29.21722,120.8017,111.1428571,77.8,388,,
K1087,1480,29.76666667,119.7166667,111,77.7,148,,
K7426,9680,28.71666667,119.0166667,111,77.7,968,,
K2542,30,30.25,121.1333333,110.7142857,77.5,3,,
K8624,1810,29.01528,120.9958,110.7142857,77.5,181,,
K2547,30,30.23333333,121.45,110.5714286,77.4,3,,
K2522,3090,30.08333333,121.3833333,110.4285714,77.3,309,,
K2261,630,30.01666667,121.4833333,110.2857143,77.2,63,,
K9031,2250,28.51666667,120.1166667,109.8571429,76.9,225,,
K2511,70,30.13333333,121.25,109.7142857,76.8,7,,
K1631,3390,29.96666667,120.1,109.2857143,76.5,339,,
K8916,4890,28.56083,120.3333,109.1428571,76.4,489,,
K9701,50,30.01666667,122.1,109,76.3,5,,
K1237,790,30.03333333,120.1166667,108.8571429,76.2,79,,
K4413,320,29.88333333,120.9666667,108.7142857,76.1,32,,
K8191,60,28.70583,121.4325,108.7142857,76.1,6,,
K8303,40,28.51583,121.4972,108.7142857,76.1,4,,
K8917,1430,28.83972,120.8778,108.7142857,76.1,143,,
K2925,487,29.05,121.9333333,108.4285714,75.9,48.7,,
K6066,990,29.46666667,120.1666667,108.4285714,75.9,99,,
K8747,820,29.115,121.1244,108.2857143,75.8,82,,
58652,844,28.86722,120.71889,108.1428571,75.7,84.4,,
K2821,80,29.41666667,121.5333333,108.1428571,75.7,8,,
K2851,90,29.23333333,121.6833333,108.1428571,75.7,9,,
K1093,2390,29.71666667,119.8,108,75.6,239,,
K2544,30,30.26666667,121.1833333,107.7142857,75.4,3,,
K8716,530,29.06944,121.0575,107.5714286,75.3,53,,
58561,52,29.98333333,121.6,107.2857143,75.1,5.2,,
K1678,1090,29.73333333,119.5333333,107.2857143,75.1,109,,
K2541,40,30.11666667,121.2,107.2857143,75.1,4,,
K8741,910,29.20361,120.9628,107.1428571,75,91,,
K2947,130,29.16666667,121.9666667,107,74.9,13,,
K8116,510,28.60861,121.8156,107,74.9,51,,
K8717,760,29.135,121.0372,106.8571429,74.8,76,,
58467,65,30.2,121.3,106.7142857,74.7,6.5,,
K2520,90,30.21666667,121.4,106.7142857,74.7,9,,
58668,1220,28.09583,121.52,106.5714286,74.6,122,,
K2741,50,29.61666667,121.6833333,106.5714286,74.6,5,,
K3714,1210,28.38333333,120.6666667,106.5714286,74.6,121,,
K6906,4865,29.26,120.75,106.5714286,74.6,486.5,,
K8661,87,28.85194,121.1328,106.5714286,74.6,8.7,,
K8118,60,28.68333,121.375,106.2857143,74.4,6,,
K2516,70,30.23333333,121.2833333,106.1428571,74.3,7,,
K6004,5260,29.2,119.6333333,106.1428571,74.3,526,,
K8228,110,28.70555,121.3256,106.1428571,74.3,11,,
K3715,270,28.26666667,120.75,106,74.2,27,,
K6029,1750,29,120,106,74.2,175,,
K8508,1220,28.08583,121.52,105.8571429,74.1,122,,
K9535,300,30.11666667,122.1666667,105.5714286,73.9,30,,
K2546,40,30.18333333,121.5166667,105.4285714,73.8,4,,
K2156,40,29.9,121.6333333,105.2857143,73.7,4,,
K4458,1800,29.76666667,120.9833333,105.1428571,73.6,180,,
K2443,50,29.68333333,121.8166667,104.8571429,73.4,5,,
K1694,1880,30.03333333,120.0833333,104.7142857,73.3,188,,
K2450,5,29.86666667,121.4833333,104.7142857,73.3,0.5,,
K8316,260,28.55056,121.6422,104.5714286,73.2,26,,
K8107,50,28.59306,121.4592,104.4285714,73.1,5,,
K8907,3190,28.85028,120.5117,104.4285714,73.1,319,,
K2436,120,29.66666667,121.7166667,104.1428571,72.9,12,,
K8103,140,28.69667,121.4897,104.1428571,72.9,14,,
K1445,6000,30.36666667,119.5833333,104,72.8,600,,
K8112,60,28.66417,121.4556,104,72.8,6,,
K6081,2010,29.05,120.6833333,103.8571429,72.7,201,,
K8104,220,28.75389,121.4047,103.8571429,72.7,22,,
K2914,100,29.53333333,121.8833333,103.7142857,72.6,10,,
K4438,302,29.78333333,120.9333333,103.4285714,72.4,30.2,,
K2619,260,29.91666667,121.0666667,103.1428571,72.2,26,,
K2534,150,30.25,121.2666667,102.8571429,72,15,,
K2635,180,29.96666667,121.2333333,102.8571429,72,18,,
K1090,4480,29.78333333,119.4166667,102.7142857,71.9,448,,
K4459,300,29.88333333,120.9833333,102.5714286,71.8,30,,
K2513,110,30.16666667,121.35,102.4285714,71.7,11,,
K6092,5640,28.86666667,119.55,102.4285714,71.7,564,,
K2731,1150,29.61666667,121.6,102.2857143,71.6,115,,
K1478,1760,30.2,119.9833333,101.8571429,71.3,176,,
K2828,440,29.38333333,121.4333333,101.7142857,71.2,44,,
K9141,2146,28.28333333,119.8833333,101.5714286,71.1,214.6,,
K1027,150,30,120,101.4285714,71,15,,
K6806,810,28.96,119.8,101.4285714,71,81,,
K9235,5228,28.45,120.0833333,101.2857143,70.9,522.8,,
K2938,60,29.21666667,121.9666667,101.1428571,70.8,6,,
K4234,1880,29.73333333,120.05,101,70.7,188,,
K6177,1620,28.96666667,119.3333333,100.8571429,70.6,162,,
K9139,7650,28.45,120.3333333,100.6,70.42,765,,
K2517,110,30.23333333,121.1666667,100.5714286,70.4,11,,
K1687,210,29.88333333,119.9,100.4285714,70.3,21,,
K2442,780,29.88333333,121.3333333,100.4285714,70.3,78,,
K2524,70,30.21666667,121.3333333,100.4285714,70.3,7,,
K2628,60,30.15,121.2,100.4285714,70.3,6,,
K1257,4680,30.28333333,119.0333333,100.2857143,70.2,468,,
K8109,40,28.61944,121.5092,100.2857143,70.2,4,,
K8587,1220,28.08583,121.52,100.1428571,70.1,122,,
K2313,50,29.85,121.9166667,100,70,5,,
K2719,240,29.58333333,121.4,100,70,24,,
K7318,6010,28.81666667,119.0833333,99.85714286,69.9,601,,
K8318,60,28.56417,121.3083,99.71428571,69.8,6,,
K4011,4010,29.7,120.5166667,99.57142857,69.7,401,,
K2926,427,29.43333333,122.1833333,99.42857143,69.6,42.7,,
K2119,40,29.88333333,121.5333333,99.28571429,69.5,4,,
K2548,40,30.26666667,121.1166667,99.14285714,69.4,4,,
K9565,530,30.06666667,121.8166667,99,69.3,53,,
58559,1088,29.15278,120.97056,98.85714286,69.2,108.8,,
K2216,50,29.93333333,121.5,98.85714286,69.2,5,,
K2539,40,30.16666667,121.3,98.71428571,69.1,4,,
K2931,30,29.5,121.95,98.71428571,69.1,3,,
K8214,460,28.58444,121.2314,98.71428571,69.1,46,,
K8311,110,28.56083,121.33,98.71428571,69.1,11,,
K2535,140,30.16666667,121.2166667,98.57142857,69,14,,
K6073,680,28.95,119.8,98.57142857,69,68,,
K1051,890,30.08333333,119.8166667,98.42857143,68.9,89,,
K1103,760,30.13333333,119.85,98.28571429,68.8,76,,
K2824,260,29.16666667,121.5,98.28571429,68.8,26,,
K8815,370,29.15222,121.4575,98.28571429,68.8,37,,
K2528,90,30.2,121.1833333,98.14285714,68.7,9,,
K4801,3970,29.28333333,120.8166667,98,68.6,397,,
K6096,3150,28.96666667,120.3,98,68.6,315,,
K2911,90,29.65,121.9333333,97.85714286,68.5,9,,
K2311,160,29.91666667,121.8333333,97.71428571,68.4,16,,
K2412,2320,29.86666667,121.3333333,97.71428571,68.4,232,,
K8306,90,28.58556,121.3344,97.71428571,68.4,9,,
K8702,1140,29.12583,120.7947,97.71428571,68.4,114,,
K9567,960,30.06666667,122.05,97.71428571,68.4,96,,
K3368,610,28.37222,120.8144,97.4,68.18,61,,
K9345,3380,28.05,119.7666667,97,67.9,338,,
K1238,410,29.91666667,119.95,96.85714286,67.8,41,,
K8319,610,28.56139,121.5944,96.85714286,67.8,61,,
K8301,60,28.57528,121.3503,96.71428571,67.7,6,,
K9200,4650,28.58333333,120.2333333,96.57142857,67.6,465,,
K8746,5300,29.22639,120.8475,96.42857143,67.5,530,,
K1174,110,30.16666667,120.1833333,96.28571429,67.4,11,,
K2519,80,30.16666667,121.45,96.28571429,67.4,8,,
K8724,640,29.13806,121.0067,96.28571429,67.4,64,,
K7303,1010,28.96666667,119.2833333,96.14285714,67.3,101,,
K2536,50,30.18333333,121.2166667,96,67.2,5,,
K9135,9150,28.53333333,120.1833333,96,67.2,915,,
K3998,740,27.83333333,121.05,95.85714286,67.1,74,,
K6162,2630,29.33333333,119.5333333,95.71428571,67,263,,
K9230,2920,28.41666667,120.2,95.71428571,67,292,,
K2850,180,29.3,121.6833333,95.57142857,66.9,18,,
K3300,260,27.96666667,121.1833333,94.85714286,66.4,26,,
K9162,1970,28.1,119.85,94.85714286,66.4,197,,
K2439,40,29.86666667,121.4333333,94.71428571,66.3,4,,
K3334,1040,28.31666667,120.6166667,94.71428571,66.3,104,,
K8310,110,28.54861,121.3681,94.71428571,66.3,11,,
K3304,1240,27.81666667,121.15,94.28571429,66,124,,
K8307,50,28.55528,121.4222,94.28571429,66,5,,
K8948,6810,28.64528,120.4169,94.28571429,66,681,,
K2636,170,29.98333333,121.1666667,94.14285714,65.9,17,,
58477,367,30.03333333,122.1,94,65.8,36.7,,
K9111,3480,28.68333333,119.3,94,65.8,348,,
58661,40,28.6625,121.5108,93.57142857,65.5,4,,
K1477,1000,30.18333333,119.9333333,93.57142857,65.5,100,,
K2718,1500,29.6,121.3333333,93.57142857,65.5,150,,
K1109,700,29.93333333,119.7666667,93.42857143,65.4,70,,
K2258,30,30.03333333,121.6333333,93.42857143,65.4,3,,
K2518,80,30.2,121.1333333,93.42857143,65.4,8,,
K8408,80,28.47806,121.4594,93.42857143,65.4,8,,
K2214,60,29.96666667,121.45,93,65.1,6,,
K4602,1290,29.6,121.05,93,65.1,129,,
K4825,2360,29.41666667,121,93,65.1,236,,
K2545,50,30.3,121.3833333,92.71428571,64.9,5,,
K2711,3390,29.68333333,121.2166667,92.71428571,64.9,339,,
K1044,800,30.13333333,119.7833333,92.57142857,64.8,80,,
K2512,90,30.3,121.3166667,92.57142857,64.8,9,,
K2256,40,29.98333333,121.7,92.28571429,64.6,4,,
K2715,150,29.68333333,121.4833333,92.28571429,64.6,15,,
K6031,3310,29.55,119.8833333,92.28571429,64.6,331,,
K3713,4310,28.41666667,120.5166667,92.14285714,64.5,431,,
K9130,2760,28.6,119.7833333,92,64.4,276,,
K9270,10950,28.03333333,119.4333333,92,64.4,1095,,
K3183,270,28.26666667,120.7333333,91.85714286,64.3,27,,
K9309,8090,27.86666667,119.6833333,91.71428571,64.2,809,,
K2716,2270,29.66666667,121.1,91.57142857,64.1,227,,
K6099,5430,29.23333333,120.65,91.28571429,63.9,543,,
K3205,860,27.95,121.0833333,91.14285714,63.8,86,,
K8321,60,28.52889,121.3761,91.14285714,63.8,6,,
K9142,1341,28.26666667,119.9333333,91.14285714,63.8,134.1,,
K2538,70,30.11666667,121.3666667,91,63.7,7,,
K5117,2400,30.65,119.3666667,91,63.7,240,,
K6202,1300,29.18333333,119.7166667,91,63.7,130,,
K9110,2780,28.73333333,119.2333333,91,63.7,278,,
K1092,1280,29.65,119.7166667,90.71428571,63.5,128,,
K1406,1100,30.18333333,119.95,90.57142857,63.4,110,,
K6101,3340,29,120.4166667,90.42857143,63.3,334,,
K2323,130,29.96666667,121.8,90.28571429,63.2,13,,
K2434,60,29.81666667,121.5,90.28571429,63.2,6,,
K2549,40,30.1,121.5833333,90,63,4,,
K8308,50,28.51194,121.4036,90,63,5,,
K2328,400,29.78333333,121.9833333,89.85714286,62.9,40,,
K4227,710,29.73333333,120.4833333,89.85714286,62.9,71,,
K9007,12650,28.65,119.1833333,89.57142857,62.7,1265,,
58656,618,28.06666667,120.9666667,89.42857143,62.6,61.8,,
K1621,70,30.13333333,120.2166667,89.42857143,62.6,7,,
K4062,130,30.03333333,120.3666667,89.42857143,62.6,13,,
K6248,2600,29.05,120.46,89.42857143,62.6,260,,
K5120,2160,30.7,119.4833333,89.14285714,62.4,216,,
K6121,3660,28.95,120.3833333,89.14285714,62.4,366,,
K8620,190,28.80861,121.5797,89,62.3,19,,
K2523,130,30.13333333,121.5333333,88.85714286,62.2,13,,
K1021,379,30.01666667,120.3,88.71428571,62.1,37.9,,
K2322,50,29.91666667,121.9166667,88.71428571,62.1,5,,
K7317,2190,28.88333333,119.2,88.57142857,62,219,,
K1261,790,30.11666667,119.7333333,88.42857143,61.9,79,,
K8429,110,28.48944,121.3794,88.42857143,61.9,11,,
K1113,160,30.01666667,120.1833333,88.28571429,61.8,16,,
K2712,200,29.68333333,121.2666667,88.28571429,61.8,20,,
K9623,100,30,122.1833333,88.28571429,61.8,10,,
K9214,4920,28.61666667,119.45,88.14285714,61.7,492,,
K2321,70,29.88333333,122.05,88,61.6,7,,
K8920,5540,28.77944,120.4283,88,61.6,554,,
K1074,180,29.91666667,119.8666667,87.85714286,61.5,18,,
K2317,180,29.93333333,121.95,87.85714286,61.5,18,,
K4817,2090,29.46666667,121.0166667,87.85714286,61.5,209,,
58669,750,28.260317,121.616252,87.71428571,61.4,75,,
K8407,260,28.24639,121.6039,87.71428571,61.4,26,,
K1630,90,30.03333333,120.1833333,87.28571429,61.1,9,,
K4207,1460,29.73333333,119.9833333,87.28571429,61.1,146,,
K4230,1970,29.7,120.5,87.28571429,61.1,197,,
K6226,2030,29.01666667,120,87.28571429,61.1,203,,
K6301,2200,29.28,120.52,87.28571429,61.1,220,,
K1157,1830,30.2,120.0166667,87.14285714,61,183,,
K1632,100,29.96666667,120.2666667,86.85714286,60.8,10,,
K2624,330,29.98333333,121.1166667,86.85714286,60.8,33,,
K4831,2210,29.55,121.1333333,86.85714286,60.8,221,,
K8607,120,28.795,121.1706,86.85714286,60.8,12,,
58562,72,29.8,121.5,86.71428571,60.7,7.2,,
K1089,1340,29.83333333,119.45,86.71428571,60.7,134,,
K8315,610,28.56139,121.5944,86.71428571,60.7,61,,
K9327,10730,28.03333333,119.45,86.57142857,60.6,1073,,
K2117,40,29.88333333,121.5,86.42857143,60.5,4,,
K4455,400,29.98333333,121.0666667,86.42857143,60.5,40,,
K6240,2230,29.63,119.9,86.42857143,60.5,223,,
K1107,6280,30,120.0833333,86.28571429,60.4,628,,
K2744,500,29.66666667,121.3333333,86.28571429,60.4,50,,
K3097,130,28.23333333,120.7666667,86.28571429,60.4,13,,
K9265,11555,27.91666667,119.2333333,86.14285714,60.3,1155.5,,
K9547,805,30.06666667,121.9833333,85.85714286,60.1,80.5,,
K1223,920,29.98333333,120.1333333,85.57142857,59.9,92,,
K2738,640,29.58333333,121.3666667,85.57142857,59.9,64,,
K2645,50,30.13333333,121.0833333,85.42857143,59.8,5,,
K4090,3600,29.73333333,120.5666667,85.14285714,59.6,360,,
K4241,3230,29.75,120.0666667,85.14285714,59.6,323,,
K6090,3300,29.63333333,119.8333333,85.14285714,59.6,330,,
K2310,231,29.96666667,121.75,85,59.5,23.1,,
K2526,52,30.25,121.3666667,85,59.5,5.2,,
K2811,190,29.48333333,121.4333333,84.85714286,59.4,19,,
K6006,1830,28.88333333,119.4833333,84.85714286,59.4,183,,
K2217,50,29.96666667,121.3833333,84.57142857,59.2,5,,
K8115,120,28.59028,121.3997,84.57142857,59.2,12,,
K9631,400,30.26666667,122.2333333,84.28571429,59,40,,
K1085,1470,30.36666667,119.6666667,84,58.8,147,,
K3188,5000,28.36666667,120.5666667,84,58.8,500,,
K2655,54,30.05,121.1666667,83.85714286,58.7,5.4,,
K6097,4150,28.76666667,119.55,83.85714286,58.7,415,,
K1133,110,30.16666667,120.2166667,83.71428571,58.6,11,,
K2634,70,30.03333333,121.2833333,83.42857143,58.4,7,,
K7820,11058,28.35,119.1333333,83.42857143,58.4,1105.8,,
K8708,770,29.14472,120.8625,83.42857143,58.4,77,,
58665,58,28.61806,121.41639,83.28571429,58.3,5.8,,
K1696,220,30,119.9833333,83.28571429,58.3,22,,
K2921,80,29.3,121.95,83.2,58.24,8,,
K1220,130,30.21666667,120.2666667,83.14285714,58.2,13,,
K2429,140,29.81666667,121.3,83.14285714,58.2,14,,
K4638,1650,29.7,120.6333333,83.14285714,58.2,165,,
K4821,1210,29.3,120.7833333,83.14285714,58.2,121,,
K9032,5070,28.46666667,119.5833333,83.14285714,58.2,507,,
K4834,800,29.38333333,120.8,83,58.1,80,,
K6079,2520,29.11666667,120.5,83,58.1,252,,
K6184,1450,28.96666667,119.8166667,82.85714286,58,145,,
K9537,980,30.15,122.1,82.85714286,58,98,,
K8415,560,28.4125,121.6617,82.42857143,57.7,56,,
K9595,1060,30.01666667,122.3333333,82.42857143,57.7,106,,
K8448,210,28.30389,121.6469,82.28571429,57.6,21,,
K9361,10026,28.43333333,119.1166667,82.28571429,57.6,1002.6,,
K1038,2840,29.58333333,119.7333333,82.14285714,57.5,284,,
K1241,150,30.03333333,120.0333333,82,57.4,15,,
K3351,1010,27.97778,121.0639,82,57.4,101,,
K1129,1480,29.81666667,119.7666667,81.85714286,57.3,148,,
K3179,70,28.01666667,120.8666667,81.71428571,57.2,7,,
K6012,1070,29.4,120.1333333,81.71428571,57.2,107,,
K7108,2680,28.41666667,118.6,81.71428571,57.2,268,,
K4418,140,29.95,121.0333333,81.42857143,57,14,,
K7407,3080,28.78333333,119.0166667,81.42857143,57,308,,
K8443,110,28.48944,121.4331,81.42857143,57,11,,
K9359,2543,28.65,118.9833333,81.42857143,57,254.3,,
K1208,250,30.43333333,119.9166667,81.28571429,56.9,25,,
58560,3013,29.05,120.4333333,81.14285714,56.8,301.3,,
K1646,670,29.85,119.8333333,81.14285714,56.8,67,,
K4270,1180,29.6,120.0333333,81.14285714,56.8,118,,
K1231,2240,29.86666667,120.0333333,81,56.7,224,,
K1688,1480,30.06666667,119.6833333,81,56.7,148,,
K4093,390,30.05,120.37,81,56.7,39,,
K1699,140,29.93333333,119.7333333,80.85714286,56.6,14,,
K4269,1600,29.58333333,120.0166667,80.85714286,56.6,160,,
K4050,3020,29.75,120.5333333,80.71428571,56.5,302,,
K9630,30,30.25,122.3,80.71428571,56.5,3,,
K1229,70,30.23333333,120.5333333,80.57142857,56.4,7,,
K8101,220,28.67805,121.4467,80.57142857,56.4,22,,
K2411,110,29.9,121.4666667,80.14285714,56.1,11,,
K2441,440,29.8,121.2833333,80.14285714,56.1,44,,
K4057,60,30.23333333,120.7166667,80.14285714,56.1,6,,
K1022,165,30.26666667,120.4333333,80,56,16.5,,
K5598,32,30.46666667,120.85,80,56,3.2,,
K9215,8740,28.71666667,119.0666667,80,56,874,,
K8921,5690,28.63111,120.4019,79.85714286,55.9,569,,
K8929,870,28.775,120.5811,79.85714286,55.9,87,,
K1168,180,30.21666667,120.0166667,79.71428571,55.8,18,,
K3332,1160,28.31666667,120.75,79.71428571,55.8,116,,
K9106,3962,28.56666667,119.1333333,79.71428571,55.8,396.2,,
K1035,1460,29.85,120.1166667,79.57142857,55.7,146,,
K3311,870,28.16666667,120.7666667,79.57142857,55.7,87,,
K1176,100,30.11666667,120.1166667,79.42857143,55.6,10,,
K2945,460,29.41666667,121.8666667,79.42857143,55.6,46,,
K4645,570,29.76666667,120.8333333,79.42857143,55.6,57,,
K6213,4100,28.81,119.58,79.28571429,55.5,410,,
K6286,540,28.91666667,119.6833333,79.16666667,55.41666667,54,,
K1474,100,30.18333333,120.2833333,79.14285714,55.4,10,,
K2618,60,29.95,121.3833333,79.14285714,55.4,6,,
K1627,70,29.88333333,120.1,79,55.3,7,,
K1642,110,29.81666667,119.3333333,79,55.3,11,,
K7863,14730,28.02,119.44,79,55.3,1473,,
K8715,1010,29.08805,120.8956,79,55.3,101,,
K4824,4060,29.51666667,121.2166667,78.85714286,55.2,406,,
K4847,4200,29.38333333,120.5166667,78.85714286,55.2,420,,
K6040,1650,29.2,120.5166667,78.85714286,55.2,165,,
K1056,260,29.71666667,119.6333333,78.71428571,55.1,26,,
K8821,220,28.92694,121.5833,78.71428571,55.1,22,,
58564,210,29.26666667,121.5,78.42857143,54.9,21,,
K1690,1510,29.9,120.0666667,78.42857143,54.9,151,,
K2416,2770,29.76666667,121.2666667,78.42857143,54.9,277,,
K1161,70,30.18333333,120.1333333,78.14285714,54.7,7,,
K1244,7490,30.23333333,118.9833333,78.14285714,54.7,749,,
K1685,840,29.88333333,119.6833333,78.14285714,54.7,84,,
K2710,199,29.68,121.43,78.14285714,54.7,19.9,,
K6201,1080,29.26666667,119.8333333,78.14285714,54.7,108,,
58484,124,30.25,122.2,78,54.6,12.4,,
K9615,36,29.96666667,122.3,78,54.6,3.6,,
K4822,2530,29.4,120.8833333,77.85714286,54.5,253,,
K9241,2530,28,119.65,77.85714286,54.5,253,,
K2257,40,30,121.6666667,77.71428571,54.4,4,,
K9514,960,29.95,122.0333333,77.71428571,54.4,96,,
K1218,90,30.28333333,120.4166667,77.57142857,54.3,9,,
K1284,1200,29.96666667,119.5333333,77.57142857,54.3,120,,
K2611,80,30.23333333,121.0833333,77.57142857,54.3,8,,
K1665,600,29.66666667,119.5833333,77.42857143,54.2,60,,
K2428,60,29.78333333,121.35,77.42857143,54.2,6,,
K3120,740,27.83333333,121.05,77.42857143,54.2,74,,
K7422,3740,29.31666667,118.8666667,77.42857143,54.2,374,,
K4618,1030,29.56666667,121.05,77.28571429,54.1,103,,
K6010,2610,29.51666667,119.85,77.28571429,54.1,261,,
K1228,80,30.3,120.45,77,53.9,8,,
K4003,180,30.06666667,120.35,77,53.9,18,,
K6134,1800,28.86666667,120.2166667,77,53.9,180,,
K9132,7570,28.51666667,119.9333333,77,53.9,757,,
K1213,70,30.31666667,120.5,76.71428571,53.7,7,,
K3266,220,28.03333333,120.8833333,76.71428571,53.7,22,,
K5105,1260,30.53333333,119.5666667,76.71428571,53.7,126,,
K8621,160,28.69306,121.5456,76.71428571,53.7,16,,
K9081,14810,27.9,119.1833333,76.71428571,53.7,1481,,
K6161,2800,29.36666667,119.5833333,76.57142857,53.6,280,,
K6804,6520,29.05,119.95,76.57142857,53.6,652,,
K8720,1130,29.20111,120.8997,76.57142857,53.6,113,,
K1476,370,30.23333333,120.05,76.42857143,53.5,37,,
K2414,70,29.83333333,121.4333333,76.42857143,53.5,7,,
K8811,800,28.97111,121.5808,76.42857143,53.5,80,,
K1048,360,30.06666667,120.2,76.28571429,53.4,36,,
K1131,100,30.05,120.2666667,76.28571429,53.4,10,,
K2726,850,29.51666667,121.3833333,76.28571429,53.4,85,,
K8424,350,28.45722,121.3997,76.28571429,53.4,35,,
K2211,60,29.9,121.5666667,76.14285714,53.3,6,,
K6119,4480,29.51666667,119.9,76.14285714,53.3,448,,
K8110,560,28.49639,121.9056,76.14285714,53.3,56,,
K8901,1070,28.72556,120.5786,76.14285714,53.3,107,,
K2440,50,29.91666667,121.4333333,75.85714286,53.1,5,,
K6071,4250,29.3,120.55,75.85714286,53.1,425,,
K9103,3190,28.61666667,120.3333333,75.85714286,53.1,319,,
58459,980,30.18333333,120.2833333,75.71428571,53,98,,
K6020,1520,28.95,120.1833333,75.71428571,53,152,,
K1254,1180,30.16666667,119.7,75.57142857,52.9,118,,
K1686,930,29.98333333,119.8333333,75.57142857,52.9,93,,
K2514,100,30.11666667,121.45,75.57142857,52.9,10,,
K2651,50,30.03333333,121.2166667,75.57142857,52.9,5,,
K7804,545,28.06,119.81,75.57142857,52.9,54.5,,
K9534,660,30.3,122.1,75.57142857,52.9,66,,
K1252,1030,30.21666667,119.8333333,75.28571429,52.7,103,,
K9064,2610,28.15,119.65,75.28571429,52.7,261,,
K1402,110,30.41666667,119.9166667,75.14285714,52.6,11,,
K6027,2040,29.63333333,119.95,75.14285714,52.6,204,,
K9625,50,30,122.1166667,75.14285714,52.6,5,,
K1153,100,30.33333333,120.3333333,75,52.5,10,,
K1291,1830,29.38333333,118.8666667,75,52.5,183,,
K1069,150,30.08333333,120.1,74.85714286,52.4,15,,
K1160,90,30.15,120.0833333,74.85714286,52.4,9,,
K2312,230,29.85,122.05,74.85714286,52.4,23,,
K4013,170,30.15,120.3666667,74.85714286,52.4,17,,
K9152,6720,28.05,119.4666667,74.85714286,52.4,672,,
K6153,10,28.56666667,119.6,74.71428571,52.3,1,,
K6260,5600,29.25,120.69,74.71428571,52.3,560,,
K8113,40,28.64,121.5019,74.71428571,52.3,4,,
K9629,30,30.23333333,122.2666667,74.71428571,52.3,3,,
K8001,280,28.65472,121.4189,74.42857143,52.1,28,,
