IIiii,Height,lat,lon,RR,RR_Totle,Z,,
K1011,300,29.96666667,119.7166667,53.14285714,37.2,30,,
K1452,100,30.35,120.2166667,53.14285714,37.2,10,,
K4430,80,30.03333333,120.8666667,53.14285714,37.2,8,,
K5048,960,30.71666667,119.85,53.14285714,37.2,96,,
K5625,48,30.56666667,120.95,53.14285714,37.2,4.8,,
K6208,4930,28.76666667,119.7166667,53.14285714,37.2,493,,
K9138,2780,28.73333333,120.2166667,53.14285714,37.2,278,,
K1031,560,29.53333333,119.5666667,53,37.1,56,,
K4671,2500,29.7,120.79,53,37.1,250,,
K5125,1050,30.56666667,119.4666667,53,37.1,105,,
K6227,700,28.91,119.83,53,37.1,70,,
K8517,190,28.10306,121.1358,53,37.1,19,,
K1610,1600,30.03333333,119.1666667,52.71428571,36.9,160,,
K5058,70,30.91666667,119.8166667,52.71428571,36.9,7,,
K6041,5560,29.45,120.45,52.71428571,36.9,556,,
K6086,4130,29.48333333,119.75,52.57142857,36.8,413,,
K1409,50,30.48333333,120.1333333,52.42857143,36.7,5,,
K1465,170,30.28333333,120.2,52.42857143,36.7,17,,
K5016,570,30.58333333,119.5666667,52.42857143,36.7,57,,
K2617,60,30,121.2666667,52.28571429,36.6,6,,
K4059,260,29.85,120.5833333,52.28571429,36.6,26,,
K4209,1110,29.56666667,120.4333333,52.28571429,36.6,111,,
K8003,2060,28.638986,121.3521,52.28571429,36.6,206,,
K9022,8410,28,119.3666667,52.28571429,36.6,841,,
K5049,70,30.83333333,119.6166667,52.14285714,36.5,7,,
K5507,72,30.38333333,120.8833333,52.14285714,36.5,7.2,,
K5527,60,30.5,120.8,52.14285714,36.5,6,,
K8918,1620,28.72583,120.5208,52.14285714,36.5,162,,
K9099,19190,27.88333333,119.1833333,52.14285714,36.5,1919,,
K9226,1696,28.05,119.6833333,52.14285714,36.5,169.6,,
K1001,200,30.26666667,120.1666667,52,36.4,20,,
K1444,1160,30.18333333,119.4333333,52,36.4,116,,
K5075,50,30.95,119.9833333,52,36.4,5,,
K5144,530,30.6,119.6166667,52,36.4,53,,
K6109,1960,28.8,120.1833333,52,36.4,196,,
K3310,110,28.11666667,120.7,51.85714286,36.3,11,,
K4092,740,30.09,120.58,51.85714286,36.3,74,,
K4216,310,29.58333333,120.1833333,51.85714286,36.3,31,,
K6150,776,29.01666667,119.5,51.85714286,36.3,77.6,,
K6190,4600,29.45,120.25,51.85714286,36.3,460,,
K4812,1330,29.53333333,120.9833333,51.71428571,36.2,133,,
K9245,9610,27.9,119.35,51.71428571,36.2,961,,
K1017,550,30.43333333,119.7833333,51.57142857,36.1,55,,
K3335,3410,28.26666667,120.4333333,51.57142857,36.1,341,,
K5127,510,30.66666667,119.5833333,51.57142857,36.1,51,,
K6216,1970,29.28,119.64,51.57142857,36.1,197,,
58554,50,30.16666667,120.8833333,51.42857143,36,5,,
K1050,1050,30.03333333,119.6,51.42857143,36,105,,
K1086,710,30.05,119.35,51.42857143,36,71,,
K4206,460,29.66666667,120.1333333,51.28571429,35.9,46,,
K9281,7360,28.51666667,119.5166667,51.28571429,35.9,736,,
58550,394,29.7,120.25,51.14285714,35.8,39.4,,
K3182,4420,28.26666667,120.55,51.14285714,35.8,442,,
K4254,880,29.58333333,120.3833333,51.14285714,35.8,88,,
K5074,840,31.11666667,119.6833333,51.14285714,35.8,84,,
K9344,8360,27.95,119.7833333,51.14285714,35.8,836,,
K3189,2310,28.35,120.3833333,51,35.7,231,,
K4222,650,29.56666667,120.0666667,51,35.7,65,,
K4810,2830,29.43333333,120.85,51,35.7,283,,
K9202,2190,28.6,120.1166667,51,35.7,219,,
K9612,380,30.48333333,122.2666667,51,35.7,38,,
K1645,70,29.96666667,119.5,50.85714286,35.6,7,,
K4240,690,29.83333333,120.2166667,50.85714286,35.6,69,,
K5601,55,30.43333333,120.4166667,50.85714286,35.6,5.5,,
K6187,880,29.38333333,120.1166667,50.85714286,35.6,88,,
K6299,970,29.35,119.76,50.85714286,35.6,97,,
K7132,3365,28.41666667,118.5333333,50.85714286,35.6,336.5,,
K4440,340,29.86666667,120.8666667,50.71428571,35.5,34,,
K9357,1600,28.45,119.5333333,50.71428571,35.5,160,,
K1245,2170,30.06666667,119.1,50.57142857,35.4,217,,
K2438,70,29.81666667,121.3666667,50.57142857,35.4,7,,
K3316,2130,28.06666667,120.7666667,50.42857143,35.3,213,,
K4237,590,29.53333333,120.35,50.42857143,35.3,59,,
K4625,670,29.55,120.9833333,50.42857143,35.3,67,,
K6046,2820,28.71666667,119.6,50.42857143,35.3,282,,
K9203,2640,28.68333333,120.1666667,50.42857143,35.3,264,,
K9212,2540,28.63333333,119.3333333,50.42857143,35.3,254,,
K1607,1130,30.18333333,119.3833333,50.28571429,35.2,113,,
K5055,2030,30.5,119.6666667,50.28571429,35.2,203,,
K5606,42,30.45,120.7333333,50.28571429,35.2,4.2,,
K9260,9902,27.45,119.15,50.28571429,35.2,990.2,,
K2417,70,29.78333333,121.4166667,50.14285714,35.1,7,,
K9608,80,29.88333333,122.4166667,50.14285714,35.1,8,,
K1362,2170,29.61666667,119.2166667,50,35,217,,
K3322,1370,28.16666667,120.7,50,35,137,,
K9066,6660,27.91666667,119.75,50,35,666,,
K9236,2723,28.15,120.0333333,50,35,272.3,,
58571,1155,29.86666667,122.2666667,49.85714286,34.9,115.5,,
K1641,150,29.85,119.5833333,49.85714286,34.9,15,,
K1695,1420,30.11666667,119.4833333,49.85714286,34.9,142,,
K4636,840,29.5,120.9666667,49.85714286,34.9,84,,
K5151,50,30.88,119.77,49.85714286,34.9,5,,
K5560,43,30.58333333,120.75,49.85714286,34.9,4.3,,
K1122,210,30.16666667,120.1166667,49.57142857,34.7,21,,
K1423,150,30.36666667,119.8833333,49.57142857,34.7,15,,
K4213,120,29.86666667,120.3833333,49.57142857,34.7,12,,
K4815,1770,29.45,120.9333333,49.57142857,34.7,177,,
K5599,35,30.55,120.7666667,49.57142857,34.7,3.5,,
K5616,41,30.5,120.8833333,49.57142857,34.7,4.1,,
K9207,2570,28.63333333,120.0166667,49.57142857,34.7,257,,
K9211,2810,28.56666667,118.9666667,49.57142857,34.7,281,,
K1053,1480,29.76666667,119.5333333,49.42857143,34.6,148,,
K1195,300,30.45,119.8166667,49.42857143,34.6,30,,
K1410,1880,30.53333333,119.7666667,49.42857143,34.6,188,,
K5022,1050,30.43333333,120.05,49.42857143,34.6,105,,
K5047,260,30.56666667,119.7333333,49.42857143,34.6,26,,
K4091,300,30.05,120.4666667,49.28571429,34.5,30,,
K4848,700,29.48333333,120.9666667,49.28571429,34.5,70,,
K4085,100,29.98333333,120.4666667,49.14285714,34.4,10,,
K5056,90,30.63333333,119.5,49.14285714,34.4,9,,
K6061,11920,29.21666667,119.65,49.14285714,34.4,1192,,
K6307,700,28.92,119.8,49.14285714,34.4,70,,
K9140,536,28.33333333,120.0833333,49.14285714,34.4,53.6,,
K4431,110,30.03333333,120.85,49,34.3,11,,
K9033,10210,28.3,119.3,49,34.3,1021,,
K5597,30,30.45,120.9166667,48.85714286,34.2,3,,
K5615,38,30.43333333,120.8333333,48.85714286,34.2,3.8,,
K8409,80,28.42222,121.6081,48.85714286,34.2,8,,
K9117,5840,28.31666667,118.7333333,48.85714286,34.2,584,,
K9258,5510,27.98333333,119.2666667,48.85714286,34.2,551,,
K0102,2060,27.98333333,119.6333333,48.71428571,34.1,206,,
K1611,750,30.33333333,119.75,48.71428571,34.1,75,,
K1616,1430,30.25,119.5166667,48.71428571,34.1,143,,
K6024,1360,28.96666667,119.6333333,48.71428571,34.1,136,,
K9041,10650,27.8,119.6,48.71428571,34.1,1065,,
K1049,140,30.16666667,120.45,48.57142857,34,14,,
K5531,70,30.58333333,121,48.57142857,34,7,,
K9069,4430,28.3,120.35,48.57142857,34,443,,
K9227,2300,28.08333333,119.9166667,48.57142857,34,230,,
K1401,130,30.35,119.85,48.42857143,33.9,13,,
K1655,1240,29.96666667,119.6,48.42857143,33.9,124,,
K4218,2440,29.68333333,120.3833333,48.42857143,33.9,244,,
K4637,3060,29.68333333,120.7166667,48.42857143,33.9,306,,
K5571,53,30.7,121.0833333,48.42857143,33.9,5.3,,
K6011,410,29.5,120.0333333,48.42857143,33.9,41,,
K7324,770,29,119.25,48.42857143,33.9,77,,
58446,732,30.63333333,119.7,48.28571429,33.8,73.2,,
K5532,90,30.4,120.55,48.28571429,33.8,9,,
K6149,570,29.48333333,120.0666667,48.28571429,33.8,57,,
K7116,3540,28.58333333,118.7,48.28571429,33.8,354,,
K9091,4510,28.5,119.9,48.28571429,33.8,451,,
K9644,480,29.98333333,122.2833333,48.28571429,33.8,48,,
K3055,70,28,120.8333333,48.14285714,33.7,7,,
K4214,540,29.5,120.3333333,48.14285714,33.7,54,,
K4402,230,29.93333333,120.95,48.14285714,33.7,23,,
K6051,900,29.41666667,120.05,48.14285714,33.7,90,,
K8827,440,28.89111,121.6617,48.14285714,33.7,44,,
K1255,1340,30.18333333,119.3,48,33.6,134,,
K4014,200,29.95,120.4333333,48,33.6,20,,
K5513,75,30.66666667,121.2166667,48,33.6,7.5,,
K1124,130,30.31666667,120.1333333,47.85714286,33.5,13,,
58487,820,30.18333333,122.6833333,47.71428571,33.4,82,,
K4043,110,30.06666667,120.65,47.71428571,33.4,11,,
K4457,100,29.91666667,121,47.71428571,33.4,10,,
K4805,610,29.36666667,120.7833333,47.71428571,33.4,61,,
K5141,2690,30.57,119.78,47.71428571,33.4,269,,
K6093,420,29.2,119.5,47.71428571,33.4,42,,
K9624,180,29.95,122.3666667,47.71428571,33.4,18,,
K5101,100,30.76666667,119.65,47.57142857,33.3,10,,
K9113,2520,28.5,119.1166667,47.57142857,33.3,252,,
K5578,85,30.48333333,120.6,47.42857143,33.2,8.5,,
K6002,400,29.1,119.6833333,47.42857143,33.2,40,,
K6068,1370,29.25,120.45,47.42857143,33.2,137,,
K7821,5453,28.31666667,119.0666667,47.42857143,33.2,545.3,,
K9038,860,28.25,119.65,47.42857143,33.2,86,,
K1019,250,30.46666667,120.1833333,47.28571429,33.1,25,,
K1046,5000,30.3,118.95,47.28571429,33.1,500,,
K1615,7860,30.05,119.0333333,47.28571429,33.1,786,,
K6176,660,29.01666667,119.3333333,47.28571429,33.1,66,,
K9348,10700,27.7,119.6333333,47.28571429,33.1,1070,,
K1042,490,30.38333333,120.5,47.14285714,33,49,,
K5569,50,30.5,120.35,47.14285714,33,5,,
K9105,3196,28.48333333,119.1833333,47.14285714,33,319.6,,
K5506,62,30.56666667,120.8166667,47,32.9,6.2,,
K8826,440,28.89111,121.6617,47,32.9,44,,
K9178,10980,27.85,119.0833333,47,32.9,1098,,
K4235,5020,29.5,120.4,46.85714286,32.8,502,,
K4250,140,29.86666667,120.2833333,46.85714286,32.8,14,,
K5015,70,30.78333333,119.65,46.85714286,32.8,7,,
K5583,30,30.58333333,120.9333333,46.85714286,32.8,3,,
K6115,4020,28.66666667,119.5666667,46.85714286,32.8,402,,
K1119,1765,29.43333333,119.3,46.71428571,32.7,176.5,,
58570,830,29.95,122.3,46.57142857,32.6,83,,
K1219,120,30.23333333,120.3333333,46.57142857,32.6,12,,
K1264,4140,29.45,119.6666667,46.57142857,32.6,414,,
K1292,1320,29.46666667,118.9833333,46.57142857,32.6,132,,
K9205,1840,28.7,120.1166667,46.57142857,32.6,184,,
K1634,50,30.36666667,120.5666667,46.42857143,32.5,5,,
K3613,942,28.06666667,120.75,46.42857143,32.5,94.2,,
K5077,277,30.62,119.68,46.42857143,32.5,27.7,,
K5102,970,30.76666667,119.5333333,46.42857143,32.5,97,,
K9294,2610,28.56666667,119.8166667,46.42857143,32.5,261,,
K9416,5920,28.31666667,119.1833333,46.42857143,32.5,592,,
K1618,1110,30.08333333,119.2,46.28571429,32.4,111,,
K3275,1850,28.26666667,120.5666667,46.28571429,32.4,185,,
K4644,270,29.78333333,120.7833333,46.28571429,32.4,27,,
K5110,250,30.48333333,119.9166667,46.28571429,32.4,25,,
K8926,1350,28.69833,120.4433,46.28571429,32.4,135,,
K9093,970,28.46666667,119.9,46.28571429,32.4,97,,
K1026,250,29.9,119.5333333,46.14285714,32.3,25,,
K1299,2730,29.4,118.9333333,46.14285714,32.3,273,,
K5501,39,30.61666667,120.7,46.14285714,32.3,3.9,,
K9310,7300,27.83333333,119.7833333,46.14285714,32.3,730,,
K9312,1710,28.41666667,119.6333333,46.14285714,32.3,171,,
K9719,410,30.41666667,122.3166667,46.14285714,32.3,41,,
K1177,70,30.35,120.0333333,46,32.2,7,,
K1441,7700,30.23333333,119.1333333,46,32.2,770,,
K7112,1650,28.66666667,118.6666667,46,32.2,165,,
K4006,70,30.06666667,120.6166667,45.85714286,32.1,7,,
K4221,70,29.93333333,120.2166667,45.85714286,32.1,7,,
K5036,40,30.5,120.1166667,45.85714286,32.1,4,,
K5109,3410,30.51666667,119.8,45.85714286,32.1,341,,
K6030,1620,29.03333333,120.0833333,45.85714286,32.1,162,,
K6039,1590,29.03333333,120.3166667,45.85714286,32.1,159,,
K9074,1800,28.75,120.15,45.85714286,32.1,180,,
K4411,90,30.1,120.7833333,45.71428571,32,9,,
K6207,3260,28.55,119.5666667,45.71428571,32,326,,
K9283,1810,28.51666667,119.45,45.71428571,32,181,,
K5104,1310,30.55,119.3666667,45.57142857,31.9,131,,
K9242,6310,27.95,119.65,45.57142857,31.9,631,,
K1100,1240,30.1,119.2333333,45.42857143,31.8,124,,
K3301,610,27.81666667,121.2,45.42857143,31.8,61,,
K4203,260,29.76666667,120.1833333,45.42857143,31.8,26,,
K5039,80,31.01666667,119.7833333,45.42857143,31.8,8,,
K6304,600,29.15,119.35,45.42857143,31.8,60,,
K8314,780,28.48389,121.6217,45.42857143,31.8,78,,
K1193,1660,30.55,119.7,45.28571429,31.7,166,,
K1609,6700,30.3,118.8833333,45.28571429,31.7,670,,
K4088,1400,29.76666667,120.7333333,45.28571429,31.7,140,,
K4433,140,30.03333333,120.8333333,45.28571429,31.7,14,,
K6206,5680,28.61666667,119.5166667,45.28571429,31.7,568,,
K9246,7550,27.98333333,119.8,45.28571429,31.7,755,,
K1098,620,30.1,119.4,45.14285714,31.6,62,,
K1279,680,29.9,119.3833333,45.14285714,31.6,68,,
K1653,160,29.85,119.7166667,45,31.5,16,,
K1811,990,30.26666667,120.1333333,45,31.5,99,,
K5035,1020,30.91666667,120.0166667,45,31.5,102,,
K9562,360,30.31666667,122.2333333,45,31.5,36,,
K2615,50,30.03333333,121.3333333,44.85714286,31.4,5,,
K4210,210,29.61666667,120.3333333,44.85714286,31.4,21,,
K7306,3800,28.78333333,119.15,44.85714286,31.4,380,,
K9080,4250,28.33333333,119.2666667,44.85714286,31.4,425,,
K9125,4910,28.31666667,119.4166667,44.85714286,31.4,491,,
K9314,5490,28.4,119.3,44.85714286,31.4,549,,
K1148,5620,30.33333333,119.4,44.71428571,31.3,562,,
K6001,1040,29.28333333,119.8166667,44.71428571,31.3,104,,
K1628,1160,29.98333333,120.35,44.57142857,31.2,116,,
K4031,40,30.15,120.5,44.57142857,31.2,4,,
K5520,55,30.61666667,120.9833333,44.57142857,31.2,5.5,,
K4265,270,29.53333333,120.1,44.42857143,31.1,27,,
K5006,1510,30.63333333,119.8666667,44.42857143,31.1,151,,
K5045,60,30.8,119.7666667,44.42857143,31.1,6,,
K6298,520,29.34,119.65,44.28571429,31,52,,
K2458,50,29.78333333,121.55,44.14285714,30.9,5,,
K5139,1200,30.6,119.88,44.14285714,30.9,120,,
K1415,600,30.46666667,119.7666667,44,30.8,60,,
K4414,230,29.91666667,120.85,44,30.8,23,,
K5148,410,30.73333333,119.5833333,44,30.8,41,,
K9509,678,30.45,122.2833333,44,30.8,67.8,,
K1039,1270,29.65,119.5333333,43.85714286,30.7,127,,
K4631,3390,29.4,120.6166667,43.85714286,30.7,339,,
K9316,900,28.4,119.9666667,43.85714286,30.7,90,,
58464,55,30.65,121.1166667,43.71428571,30.6,5.5,,
K2420,50,29.71666667,121.5333333,43.71428571,30.6,5,,
K3315,3750,28.2,120.6,43.71428571,30.6,375,,
K3711,480,28.1,120.6,43.71428571,30.6,48,,
K4253,4500,29.51666667,120.4333333,43.71428571,30.6,450,,
K4264,5020,29.46666667,120.3166667,43.71428571,30.6,502,,
K4071,420,29.88333333,120.6833333,43.57142857,30.5,42,,
K5124,530,30.58333333,119.6166667,43.57142857,30.5,53,,
K5530,1710,30.6,121.1,43.57142857,30.5,171,,
K7120,5033,28.5,118.6833333,43.57142857,30.5,503.3,,
K1043,5600,30.01666667,119.2166667,43.42857143,30.4,560,,
K5108,1150,30.56666667,119.8333333,43.42857143,30.4,115,,
K5140,50,30.53,119.97,43.42857143,30.4,5,,
K6305,1700,28.86,119.7,43.42857143,30.4,170,,
K6309,1000,29.26,119.56,43.42857143,30.4,100,,
K9086,1100,28.16666667,120.35,43.42857143,30.4,110,,
K5149,40,30.97,119.87,43.28571429,30.3,4,,
K9165,5910,27.8,119.7166667,43.28571429,30.3,591,,
K9168,4180,28.53333333,119.1,43.28571429,30.3,418,,
K9218,7196,27.88333333,119.4333333,43.28571429,30.3,719.6,,
K1312,2290,29.83333333,119.15,43.14285714,30.2,229,,
K4267,500,29.81666667,120.3666667,43.14285714,30.2,50,,
K4420,360,30.05,120.9333333,43.14285714,30.2,36,,
K5044,110,30.76666667,119.5333333,43.14285714,30.2,11,,
K5585,45,30.78333333,121.1166667,43.14285714,30.2,4.5,,
K9005,870,28.6,119.8666667,43.14285714,30.2,87,,
K1259,460,30,119.4166667,43,30.1,46,,
K4247,340,29.78333333,120.3333333,43,30.1,34,,
K5032,110,30.51666667,120.2666667,43,30.1,11,,
K6085,860,29.48333333,119.95,43,30.1,86,,
K9012,10880,27.91666667,119.3,43,30.1,1088,,
K9619,700,30.46666667,122.3666667,43,30.1,70,,
K1269,500,29.41666667,119.15,42.85714286,30,50,,
K9008,2160,28.81666667,120.2333333,42.85714286,30,216,,
K8304,780,28.48386,121.62174,42.8,29.96,78,,
58454,1030,30.53333333,119.9833333,42.71428571,29.9,103,,
58662,610,29.0131,121.7056,42.71428571,29.9,61,,
K1003,240,30.3,120.3333333,42.71428571,29.9,24,,
K1424,3000,30.43333333,119.7833333,42.71428571,29.9,300,,
58663,970,28.71889,121.9156,42.57142857,29.8,97,,
K0101,1507,28.45,119.4833333,42.57142857,29.8,150.7,,
K5071,490,30.8,119.8666667,42.57142857,29.8,49,,
K9620,650,30.28333333,122.1833333,42.57142857,29.8,65,,
K4044,80,30.05,120.5166667,42.28571429,29.6,8,,
K1136,2050,29.96666667,119.0666667,42.14285714,29.5,205,,
K1330,2640,29.31666667,118.7166667,42.14285714,29.5,264,,
K1370,1290,29.41666667,118.8166667,42.14285714,29.5,129,,
K4021,970,29.8,120.5833333,42.14285714,29.5,97,,
K5059,110,31.13333333,119.8166667,42.14285714,29.5,11,,
K6104,1100,28.85,119.95,42.14285714,29.5,110,,
K1351,5000,29.21666667,118.6666667,42,29.4,500,,
K4081,42,30.03333333,120.5833333,42,29.4,4.2,,
K5603,51,30.43333333,120.4333333,42,29.4,5.1,,
K6204,2240,28.65,119.5666667,42,29.4,224,,
K1063,3850,29.25,118.7166667,41.85714286,29.3,385,,
K1286,2820,29.91666667,119.2333333,41.85714286,29.3,282,,
K1663,2840,29.43333333,119.3166667,41.85714286,29.3,284,,
K4004,860,29.78333333,120.6666667,41.85714286,29.3,86,,
K4010,110,29.93333333,120.5666667,41.85714286,29.3,11,,
K4610,2360,29.65,120.6166667,41.85714286,29.3,236,,
K6075,770,29.31666667,119.6833333,41.85714286,29.3,77,,
K6215,1210,29.37,119.78,41.85714286,29.3,121,,
K9330,3110,28.1,119.4833333,41.85714286,29.3,311,,
K9616,524,29.93333333,122.3,41.85714286,29.3,52.4,,
K3264,800,28.46666667,121.0666667,41.75,29.225,80,,
K3622,3900,28.26666667,120.5833333,41.71428571,29.2,390,,
K5589,54,30.61666667,121.0833333,41.71428571,29.2,5.4,,
K1194,1390,30.43333333,119.7166667,41.42857143,29,139,,
K1263,1810,29.48333333,119.6333333,41.42857143,29,181,,
K1300,2480,29.93333333,119.1666667,41.42857143,29,248,,
K4223,120,29.61666667,120.2833333,41.42857143,29,12,,
K4224,100,29.83333333,120.3833333,41.42857143,29,10,,
K6145,370,29.11666667,119.4,41.42857143,29,37,,
K6167,1420,29.31666667,119.9,41.42857143,29,142,,
K4017,120,29.9,120.6333333,41.28571429,28.9,12,,
K8611,380,28.71278,121.6378,41.28571429,28.9,38,,
K9183,11330,27.66666667,119.0833333,41.28571429,28.9,1133,,
K1612,4960,30.03333333,118.8833333,41.14285714,28.8,496,,
K4429,100,30,120.8833333,41.14285714,28.8,10,,
K6225,1580,28.83333333,120.1333333,41.14285714,28.8,158,,
K9121,1260,28.4,119.55,41.14285714,28.8,126,,
K9153,1360,28.2,119.65,41.14285714,28.8,136,,
K9278,10730,28.55,119.9333333,41.14285714,28.8,1073,,
K1054,550,29.93333333,119.3,41,28.7,55,,
K4233,820,29.55,120.2833333,41,28.7,82,,
K4268,1220,29.66666667,120.3333333,41,28.7,122,,
K5537,50,30.6,121.05,41,28.7,5,,
K9308,2100,28.2,119.5,41,28.7,210,,
58762,360,27.78333333,121.0833333,40.85714286,28.6,36,,
K1730,1300,29.38333333,119.0833333,40.85714286,28.6,130,,
K4055,860,29.91666667,120.75,40.85714286,28.6,86,,
K5629,45,30.63333333,120.8166667,40.85714286,28.6,4.5,,
K6281,290,29.19,119.47,40.85714286,28.6,29,,
K3282,150,27.93333333,120.85,40.57142857,28.4,15,,
K4084,80,29.93333333,120.55,40.57142857,28.4,8,,
K5052,170,30.63333333,119.5666667,40.57142857,28.4,17,,
K5533,80,30.36666667,120.4166667,40.57142857,28.4,8,,
K5558,47,30.71666667,121.2,40.57142857,28.4,4.7,,
K9306,10660,27.6,119.4666667,40.57142857,28.4,1066,,
K9356,1250,28.36666667,119.5666667,40.57142857,28.4,125,,
K2391,570,29.93333333,121.9833333,40.5,28.35,57,,
K3125,1630,28.08333333,120.7333333,40.42857143,28.3,163,,
K4208,1430,29.4,120.3,40.42857143,28.3,143,,
K4239,2110,29.6,120.2333333,40.42857143,28.3,211,,
K5037,120,30.55,120.0833333,40.42857143,28.3,12,,
K9050,1740,28.26666667,119.7666667,40.42857143,28.3,174,,
K9355,4600,28.26666667,119.4166667,40.42857143,28.3,460,,
58443,198,31.01666667,119.9,40.28571429,28.2,19.8,,
K1070,2270,29.33333333,118.9833333,40.28571429,28.2,227,,
K1266,1650,29.65,119.4,40.28571429,28.2,165,,
K2537,40,30.18333333,121.4166667,40.28571429,28.2,4,,
K4202,140,29.83333333,120.3166667,40.28571429,28.2,14,,
K6048,2270,29.1,119.9333333,40.28571429,28.2,227,,
K7865,2000,28.1,119.41,40.28571429,28.2,200,,
K8002,700,28.71889,121.9156,40.28571429,28.2,70,,
K1117,1590,29.51666667,119.65,40.14285714,28.1,159,,
K9328,4980,28.18333333,119.5,40.14285714,28.1,498,,
K1032,1040,30.2,119.4,40,28,104,,
K6246,660,29.38333333,120.05,40,28,66,,
K9079,600,28.46666667,119.9333333,40,28,60,,
K9112,3380,28.55,119.1833333,40,28,338,,
K6015,770,29.15,120.0333333,39.85714286,27.9,77,,
K1243,5550,30.33333333,118.9666667,39.71428571,27.8,555,,
K5042,80,30.7,119.95,39.71428571,27.8,8,,
K6057,460,29.16666667,119.4833333,39.71428571,27.8,46,,
K7421,950,28.95,119,39.71428571,27.8,95,,
K4068,130,30.13333333,120.3,39.57142857,27.7,13,,
K4419,70,30.08333333,120.7666667,39.57142857,27.7,7,,
K5043,230,30.66666667,119.9166667,39.57142857,27.7,23,,
K9217,10770,27.86666667,119.2833333,39.57142857,27.7,1077,,
K9251,6020,27.95,119.1666667,39.57142857,27.7,602,,
K9286,3770,27.63333333,118.9666667,39.57142857,27.7,377,,
K1420,60,30.5,120.2666667,39.42857143,27.6,6,,
K4023,80,30.01666667,120.55,39.42857143,27.6,8,,
K4603,1680,29.43333333,120.5833333,39.42857143,27.6,168,,
K5511,65,30.53333333,120.4333333,39.42857143,27.6,6.5,,
K4204,280,29.83333333,120.25,39.28571429,27.5,28,,
K7117,3210,28.35,118.5166667,39.28571429,27.5,321,,
K7308,510,29.01666667,119.1166667,39.28571429,27.5,51,,
K1319,1280,29.63333333,119.1333333,39.14285714,27.4,128,,
K6009,1210,29.36666667,119.8,39.14285714,27.4,121,,
K5138,50,30.53,119.97,39,27.3,5,,
K9001,1110,28.51666667,119.75,39,27.3,111,,
K1347,1080,29.5,118.9333333,38.85714286,27.2,108,,
K2639,40,30.23333333,121.0333333,38.85714286,27.2,4,,
K3333,5610,28.3,120.4833333,38.85714286,27.2,561,,
K4086,60,30.01666667,120.6,38.85714286,27.2,6,,
K4851,900,29.48333333,120.9166667,38.85714286,27.2,90,,
K6179,1930,29.18333333,120.2833333,38.83333333,27.18333333,193,,
K1104,2140,29.9,120,38.71428571,27.1,214,,
K4410,190,29.96666667,120.9333333,38.71428571,27.1,19,,
K6091,550,29.05,119.7333333,38.71428571,27.1,55,,
K9017,3210,28.21666667,120.3833333,38.71428571,27.1,321,,
K4019,600,29.9,120.4833333,38.57142857,27,60,,
K6056,960,29.11666667,119.3166667,38.57142857,27,96,,
K9014,2854,28.56666667,119.0166667,38.57142857,27,285.4,,
K1143,1450,29.65,119.2166667,38.42857143,26.9,145,,
K4094,180,29.98,120.55,38.42857143,26.9,18,,
K6191,960,29.2,120.05,38.42857143,26.9,96,,
K6308,800,28.87,119.82,38.42857143,26.9,80,,
K7210,3410,29.06666667,118.7,38.42857143,26.9,341,,
K8630,510,28.74306,121.8481,38.42857143,26.9,51,,
K9704,240,30.43333333,122.4333333,38.42857143,26.9,24,,
K1280,740,29.96666667,119.3333333,38.28571429,26.8,74,,
K9063,2660,28.13333333,119.45,38.28571429,26.8,266,,
K4675,7000,29.53,120.53,38.14285714,26.7,700,,
K5611,30,30.56666667,120.3333333,38.14285714,26.7,3,,
K9317,330,28.26666667,120.15,38.14285714,26.7,33,,
K1097,1830,30.1,119.1,38,26.6,183,,
K1120,1485,29.38333333,119.1,38,26.6,148.5,,
K1667,680,29.36666667,119.2166667,38,26.6,68,,
K1812,2990,30.2,120.1,38,26.6,299,,
K5623,45,30.65,120.7666667,38,26.6,4.5,,
K6253,310,29.21,119.44,38,26.6,31,,
K8650,340,28.71583,121.7297,38,26.6,34,,
K9134,7250,28.46666667,120,38,26.6,725,,
K1146,3510,30.31666667,119.45,37.85714286,26.5,351,,
K4039,160,30.03333333,120.5666667,37.85714286,26.5,16,,
K5551,64,30.68333333,121,37.71428571,26.4,6.4,,
K6211,1830,28.93333333,120.1833333,37.71428571,26.4,183,,
58478,180,30.25,122.0833333,37.57142857,26.3,18,,
K4639,220,29.7,120.85,37.42857143,26.2,22,,
K4853,500,29.45,120.7833333,37.42857143,26.2,50,,
K6169,7400,29.21666667,119.6666667,37.42857143,26.2,740,,
58654,1849,28.66666667,120.0833333,37.28571429,26.1,184.9,,
K1692,1240,30.08333333,119.5833333,37.28571429,26.1,124,,
K4818,1160,29.48333333,120.9,37.28571429,26.1,116,,
K9145,2455,28,119.9333333,37.28571429,26.1,245.5,,
K4416,50,30.11666667,120.7,37.14285714,26,5,,
K4449,578,29.8,120.7,37.14285714,26,57.8,,
K5040,130,31.06666667,119.6666667,37.14285714,26,13,,
K5525,60,30.66666667,120.85,37.14285714,26,6,,
K9023,2860,28.21666667,119.4166667,37.14285714,26,286,,
K9118,2670,28.3,118.9333333,37.14285714,26,267,,
K6110,1380,28.83333333,120,37,25.9,138,,
K7123,1190,28.78333333,118.6,37,25.9,119,,
K9167,2210,28.56666667,120.05,37,25.9,221,,
K7126,1453,28.58333333,118.5833333,36.85714286,25.8,145.3,,
