tTime,RR
2019-08-09 23:00:00,111.75
2019-08-10 00:00:00,128.5
2019-08-10 01:00:00,101.75
2019-08-10 02:00:00,141.0
2019-08-10 03:00:00,175.33333333333334
2019-08-10 04:00:00,286.3333333333333
2019-08-10 05:00:00,338.0
2019-08-10 06:00:00,224.33333333333334
2019-08-10 07:00:00,119.66666666666667
2019-08-10 08:00:00,54.0
2019-08-10 09:00:00,68.0
