,Height,lat,lon,IIiii,RR
292,732,30.633333333333333,119.7,58446,22
293,732,30.633333333333333,119.7,58446,45
294,1350,30.3,119.73333333333333,58448,46
295,1350,30.3,119.73333333333333,58448,35
296,1350,30.3,119.73333333333333,58448,180
297,1350,30.3,119.73333333333333,58448,33
298,1350,30.3,119.73333333333333,58448,27
299,1350,30.3,119.73333333333333,58448,98
300,1350,30.3,119.73333333333333,58448,10
301,124,30.25,122.2,58484,302
302,124,30.25,122.2,58484,8
303,124,30.25,122.2,58484,84
304,124,30.25,122.2,58484,107
305,124,30.25,122.2,58484,20
306,124,30.25,122.2,58484,20
307,124,30.25,122.2,58484,5
308,872,29.483333333333334,119.26666666666667,58544,22
309,872,29.483333333333334,119.26666666666667,58544,35
310,872,29.483333333333334,119.26666666666667,58544,17
311,872,29.483333333333334,119.26666666666667,58544,19
312,872,29.483333333333334,119.26666666666667,58544,40
313,872,29.483333333333334,119.26666666666667,58544,16
314,872,29.483333333333334,119.26666666666667,58544,18
315,614,29.116666666666667,119.65,58549,85
316,614,29.116666666666667,119.65,58549,5
317,614,29.116666666666667,119.65,58549,19
318,614,29.116666666666667,119.65,58549,40
319,614,29.116666666666667,119.65,58549,29
320,614,29.116666666666667,119.65,58549,14
321,614,29.116666666666667,119.65,58549,6
322,1026,28.883333333333333,119.8,58642,25
323,1026,28.883333333333333,119.8,58642,40
324,1026,28.883333333333333,119.8,58642,55
325,1026,28.883333333333333,119.8,58642,61
326,1026,28.883333333333333,119.8,58642,101
327,1026,28.883333333333333,119.8,58642,53
328,1026,28.883333333333333,119.8,58642,41
329,00610,29.0131,121.7056,58662,62
330,00610,29.0131,121.7056,58662,49
331,00610,29.0131,121.7056,58662,39
332,00610,29.0131,121.7056,58662,51
333,00610,29.0131,121.7056,58662,17
334,00610,29.0131,121.7056,58662,52
335,00610,29.0131,121.7056,58662,29
336,00970,28.71889,121.9156,58663,114
337,00970,28.71889,121.9156,58663,61
338,00970,28.71889,121.9156,58663,38
339,00970,28.71889,121.9156,58663,15
340,00970,28.71889,121.9156,58663,8
341,00970,28.71889,121.9156,58663,9
342,00970,28.71889,121.9156,58663,53
343,00710,27.466666666666665,121.08333333333333,58764,21
344,00710,27.466666666666665,121.08333333333333,58764,8
345,00710,27.466666666666665,121.08333333333333,58764,12
346,00710,27.466666666666665,121.08333333333333,58764,1
347,00710,27.466666666666665,121.08333333333333,58764,17
348,00710,27.466666666666665,121.08333333333333,58764,0
349,00710,27.466666666666665,121.08333333333333,58764,13
350,198,31.016666666666666,119.9,58443,70
351,198,31.016666666666666,119.9,58443,28
352,198,31.016666666666666,119.9,58443,36
353,198,31.016666666666666,119.9,58443,90
354,198,31.016666666666666,119.9,58443,33
355,198,31.016666666666666,119.9,58443,12
356,198,31.016666666666666,119.9,58443,13
357,479,30.05,119.95,58449,55
358,479,30.05,119.95,58449,86
359,479,30.05,119.95,58449,153
360,479,30.05,119.95,58449,41
361,479,30.05,119.95,58449,44
362,479,30.05,119.95,58449,45
363,479,30.05,119.95,58449,26
364,55,30.65,121.11666666666666,58464,30
365,55,30.65,121.11666666666666,58464,69
366,55,30.65,121.11666666666666,58464,17
367,55,30.65,121.11666666666666,58464,28
368,55,30.65,121.11666666666666,58464,28
369,55,30.65,121.11666666666666,58464,37
370,55,30.65,121.11666666666666,58464,97
371,00300,30.6,122.08333333333333,58466,20
372,00300,30.6,122.08333333333333,58466,10
373,00300,30.6,122.08333333333333,58466,27
374,00300,30.6,122.08333333333333,58466,9
375,00300,30.6,122.08333333333333,58466,28
376,00300,30.6,122.08333333333333,58466,75
377,00300,30.6,122.08333333333333,58466,25
378,453,29.816666666666666,119.68333333333334,58542,31
379,453,29.816666666666666,119.68333333333334,58542,52
380,453,29.816666666666666,119.68333333333334,58542,16
381,453,29.816666666666666,119.68333333333334,58542,103
382,453,29.816666666666666,119.68333333333334,58542,69
383,453,29.816666666666666,119.68333333333334,58542,53
384,453,29.816666666666666,119.68333333333334,58542,51
385,1722,29.616666666666667,119.01666666666667,58543,27
386,1722,29.616666666666667,119.01666666666667,58543,17
387,1722,29.616666666666667,119.01666666666667,58543,1
388,1722,29.616666666666667,119.01666666666667,58543,46
389,1722,29.616666666666667,119.01666666666667,58543,48
390,1722,29.616666666666667,119.01666666666667,58543,7
391,1722,29.616666666666667,119.01666666666667,58543,21
392,2386,28.6,119.28333333333333,58644,26
393,2386,28.6,119.28333333333333,58644,25
394,2386,28.6,119.28333333333333,58644,15
395,2386,28.6,119.28333333333333,58644,12
396,2386,28.6,119.28333333333333,58644,8
397,2386,28.6,119.28333333333333,58644,23
398,2386,28.6,119.28333333333333,58644,48
399,2480,27.99195,119.635,58648,67
400,2480,27.99195,119.635,58648,65
401,2480,27.99195,119.635,58648,53
402,2480,27.99195,119.635,58648,111
403,2480,27.99195,119.635,58648,71
404,2480,27.99195,119.635,58648,25
405,2480,27.99195,119.635,58648,89
406,01220,28.09583,121.52,58668,47
407,01220,28.09583,121.52,58668,26
408,01220,28.09583,121.52,58668,29
409,01220,28.09583,121.52,58668,59
410,01220,28.09583,121.52,58668,100
411,01220,28.09583,121.52,58668,142
412,01220,28.09583,121.52,58668,343
413,00360,27.783333333333335,121.08333333333333,58762,90
